pname,society,price_outer,price_per_sqft,possesion,description,Area,Configuration,Price,Address,Total Floors,Property Age,furnishing,features,ratings,Facing,Overlooking,Possession in
"2 Bedroom House for sale in Awadhpuri, Bhopal",Sarla Paradise,₹52 Lac,"₹4,828 /sqft",Ready To Move,"Well maintained 2 bhk singlex house available for urgent sale,plot size- 22 x 48.9 sqft, elegant furniture work in modular kitchen & master bedroom,shade covering in porch area & wash area, 2 water storage tank with 2000 litre capacity with ample water supply ,gated community ,secure campus,adjacent to newly constructed 80 ft road,well connected to nearby amenities -Bank, school, hospitals etc.","Plot area 1077
(100.06 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, No Balcony","₹ 52 Lac+ Govt Charges & Tax
@ 4,828 per sq.ft. (Negotiable)","Sarla Paradise
Awadhpuri, Bhopal",1 Floors,5 to 10 Year Old,[],"['Water Storage', 'Park']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",West,,
"10 Bedroom House for sale in Ashoka Garden, Bhopal","Ashoka Garden, Bhopal",₹1.5 Cr,"₹6,818 /sqft",Ready To Move,I am selling house in ashok garden in front of hanuman mandir plot 139 old ashoka garden,"Plot area 2500
(232.26 sq.m.)
Carpet area: 2200 sq.ft. (204.39 sq.m.)  
sq.ft.","10 Bedrooms , 5 Bathrooms, 3 Balconies","₹ 1.5 Crore+ Govt Charges & Tax
@ 6,818 per sq.ft. (All inclusive, Negotiable)","Ashoka Garden, Bhopal",2 Floors,10+ Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,
"4 Bedroom House for sale in Arera Hills, Bhopal",Green meadows,₹2.25 Cr,"₹16,071 /sqft",Ready To Move,"4 bhk ready to move in row house duplex in green meadows society(Rose villas) , covered campus with parking and porch available , with modular kitchen , 24x7 security and housing board water supply 24x7 , situated near db mall (2 km) and rani kamlapati railway station (3.5 km) Facing - South Arera - 1400 sqft Built - 2080 sqft","Plot area 1400
(130.06 sq.m.)
Built Up area: 2080 sq.ft. (193.24 sq.m.)  
sq.ft.","4 Bedrooms , 3 Bathrooms, 3 Balconies","₹ 2.25 Crore
@ 16,071 per sq.ft.","Green meadows
Arera Hills, Bhopal",2 Floors,5 to 10 Year Old,[],"['No open drainage around', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Fitness Centre / GYM', 'Club house / Community Center']",[],South,"Park/Garden,Club",
"5 Bedroom House for sale in Ayodhya Bypass , Bhopal","Ayodhya Bypass , Bhopal",₹2.15 Cr,"₹10,000 /sqft",Under Construction,"A premium location property at ayodhya by pass, price of this property with construction is 2.25 cr. And possession in 6 months.","Plot area 2150
(199.74 sq.m.)  
sq.ft.","5 Bedrooms , 5 Bathrooms, 3 Balconies with Pooja Room,Study Room,Servant Room,Others
View Floor Plan","₹ 2.15 Crore
@ 10,000 per sq.ft. (Negotiable)","Ayodhya Bypass , Bhopal",3 Floors,,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,Within 6 months
"3 Bedroom House for sale in Kolar, Bhopal","Kolar, Bhopal",₹55 Lac,"₹6,250 /sqft",Ready To Move,3 bhk,"Plot area 880
(81.75 sq.m.)
Built Up area: 1700 sq.ft. (157.94 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 1 Balcony with Pooja Room,Study Room,Others","₹ 55 Lac+ Govt Charges & Tax
@ 6,250 per sq.ft. (All inclusive, Negotiable)","Kolar, Bhopal",1 Floors,5 to 10 Year Old,"['1 Water Purifier', '2 Fan', '1 Fridge', '1 Exhaust Fan', '1 Geyser', '5 Light', '2 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '1 Bed', '1 Wardrobe', '1 Sofa', '1 Washing Machine', 'No Dining Table', 'No Microwave', 'No Stove', 'No TV']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']",[],East,"Club,Main Road,Others",
"3 Bedroom House for sale in Semri Kalan, Bhopal",Chitrance Sai Vihar,₹80 Lac,"₹4,210 /sqft",Ready To Move,"Sale laxuary house in covered campus 3bhk, 2 xuv parking, personal garden, personal swimming pool, individual boring,","Plot area 1900
(176.52 sq.m.)
Built Up area: 3000 sq.ft. (278.71 sq.m.)
Carpet area: 2200 sq.ft. (204.39 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 2 Balconies","₹ 80 Lac
@ 4,210 per sq.ft. (All inclusive, Negotiable) View Price Details","Chitrance Sai Vihar
Semri Kalan, Bhopal",2 Floors,0 to 1 Year Old,"['1 Bed', '7 Fan', '1 Geyser', '1 Stove', '60 Light', '1 AC', '1 TV', '1 Modular Kitchen', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Private Garden / Terrace', 'Water Storage', 'Park']",[],North,"Pool,Park/Garden",
"4 Bedroom House for sale in Gandhinagar, Bhopal",raja bhoj International Airport,₹65 Lac,"₹6,532 /sqft",Ready To Move,4 duplex available in covered campus near raja bhoj international airport,"Plot area 995
(92.44 sq.m.)
Built Up area: 1750 sq.ft. (162.58 sq.m.)  
sq.ft.","4 Bedrooms , 2 Bathrooms, 1 Balcony","₹ 65 Lac
@ 6,532 per sq.ft. (Negotiable)","raja bhoj International Airport
Gandhinagar, Bhopal",2 Floors,0 to 1 Year Old,[],['Water Storage'],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",East,Park/Garden,
"3 Bedroom House for sale in Lakherapura, Bhopal","Lakherapura, Bhopal",₹65 Lac,"₹10,833 /sqft",Ready To Move,For residential and commercial use within the main market in the city centre.,"Plot area 600
(55.74 sq.m.)
Built Up area: 1500 sq.ft. (139.35 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 3+ Balconies","₹ 65 Lac+ Govt Charges & Tax
@ 10,833 per sq.ft. (Negotiable)","Lakherapura, Bhopal",3 Floors,10+ Year Old,"['1 Wardrobe', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",[],[],,,
"2 Bedroom House for sale in Shirdipuram, Bhopal",Ganpati Enclave,₹40 Lac,"₹4,444 /sqft",Ready To Move,"Property is located near by market, hospital, school, petrol pump with in the walking distance.","Plot area 900
(83.61 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, No Balcony","₹ 40 Lac
@ 4,444 per sq.ft. (Negotiable)","Ganpati Enclave
Shirdipuram, Bhopal",1 Floors,5 to 10 Year Old,[],[],[],West,,
"2 Bedroom House for sale in Karond bye pass road, Bhopal","Karond bye pass road, Bhopal",₹60 Lac,"₹4,000 /sqft",Ready To Move,Has borewell with submersible. Plus municipality water as well.,"Plot area 1500
(139.35 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 1 Balcony","₹ 60 Lac+ Govt Charges & Tax
@ 4,000 per sq.ft. (Negotiable)","Karond bye pass road, Bhopal",,10+ Year Old,[],['Private Garden / Terrace'],[],North-East,,
"3 Bedroom House for sale in Borda, Bhopal",Chinarr 7th Mile,₹22 Lac,"₹2,328 /sqft",Ready To Move,Urgent property sell karna hai. Imergency,"Plot area 945
(87.79 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, 2 Balconies","₹ 22 Lac+ Govt Charges & Tax
@ 2,328 per sq.ft. (All inclusive, Negotiable) View Price Details","Chinarr 7th Mile
Borda, Bhopal",1 Floors,1 to 5 Year Old,[],"['Private Garden / Terrace', 'Water Storage']",[],,"Park/Garden,Others",
"4 Bedroom House for sale in Vijay Nagar, Bhopal","Vijay Nagar, Bhopal",₹1.25 Cr,"₹10,416 /sqft",Ready To Move,This property situated in prime location of bhopal easy connecty of airport bus stand and railway station . Nearly connected with market chopati hospitals nd schools,"Plot area 1200
(111.48 sq.m.)
Built Up area: 2200 sq.ft. (204.39 sq.m.)  
sq.ft.","4 Bedrooms , 3 Bathrooms, 2 Balconies with Pooja Room,Study Room,Others","₹ 1.25 Crore
@ 10,416 per sq.ft. (All inclusive)","Vijay Nagar, Bhopal",2 Floors,5 to 10 Year Old,"['1 Water Purifier', '10 Fan', '1 Exhaust Fan', '3 Geyser', '1 Stove', '10 Light', '2 AC', '2 TV', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '4 Bed', '7 Wardrobe', '1 Sofa', '1 Microwave', 'No Dining Table', 'No Fridge', 'No Washing Machine']","['Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']",[],,"Park/Garden,Main Road,Others",
"5 Bedroom House for sale in Idgah Hills, Bhopal",bright colony idgah hills,₹1.2 Cr,"₹8,000 /sqft",Ready To Move,"1500 sqft carpet area , 2800 build up area. 5 bedrooms fully furnished , 4 bathrooms . 2 balconies , 2 car parking . Ready to move .","Plot area 1500
(139.35 sq.m.)  
sq.ft.","5 Bedrooms , 4 Bathrooms, 2 Balconies with Others","₹ 1.2 Crore
@ 8,000 per sq.ft.","bright colony idgah hills
Idgah Hills, Bhopal",2 Floors,10+ Year Old,"['1 Water Purifier', '7 Light', '1 Modular Kitchen', '1 Curtains', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine']",[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",East,,
"10 Bedroom House for sale in Narayan Nagar, Bhopal","Narayan Nagar, Bhopal",₹3 Cr,"₹18,750 /sqft",Ready To Move,So much special available open area available,"Plot area 1600
(148.64 sq.m.)  
sq.ft.","10 Bedrooms , 6 Bathrooms, 3 Balconies","₹ 3 Crore
@ 18,750 per sq.ft. (All inclusive)","Narayan Nagar, Bhopal",3 Floors,10+ Year Old,[],"['Private Garden / Terrace', 'Water Storage', 'Visitor Parking']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,
"2 Bedroom House for sale in Khajuri Kalan , Bhopal",Rohitas Nagar,₹40 Lac,"₹5,000 /sqft",Ready To Move,"Location: Plot no. 86, satakshi garden, rohitas nagar, behind piplani, village khajuri kalan, bhopal (M.P.)","Plot area 800
(74.32 sq.m.)  
sq.ft.","2 Bedrooms , 1 Bathroom, No Balcony","₹ 40 Lac
@ 5,000 per sq.ft. (Negotiable)","Rohitas Nagar
Khajuri Kalan , Bhopal",1 Floors,5 to 10 Year Old,[],"['Feng Shui / Vaastu Compliant', 'Water Storage', 'Park', 'Visitor Parking']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",North,Park/Garden,
"3 Bedroom House for sale in Hoshangabad Road, Bhopal",Aakriti Aqua City,₹36.1 Lac,"₹4,583 /sqft",Ready To Move,"Open and airy space with balcony makes the house perfect to have morning tea with fresh breeze. Pollution free area and parks of the colony provide good healthy environment for anyone who is concious for the health. Closed campus is safe for anyone living in the colony. Another important fact is that aims hospital is about 3,4kilomteres from this colony. So, grab the opportunity and book it for your lifetime healthy and perfect dream house.","Plot area 73.2  
sq.m.","3 Bedrooms , 3 Bathrooms, 1 Balcony","₹ 36.1 Lac
@ 49,330 per sq.m. (Negotiable)","Aakriti Aqua City
Hoshangabad Road, Bhopal",1 Floors,5 to 10 Year Old,[],"['Park', 'Bank Attached Property', 'Airy Rooms']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,
"3 Bedroom House for sale in Tilak Society, Bhopal","Tilak Society, Bhopal",₹61 Lac,"₹8,402 /sqft",Ready To Move,"3 bhk duplex 1 hall muduler kitchen bedroom bathroom balcony each bedroom with attached let bath airport ,railway station, hospitals, restaurants, bank, petrol pump, hostel, gym walking distance","Plot area 726
(67.45 sq.m.)
Built Up area: 1350 sq.ft. (125.42 sq.m.)
Carpet area: 726 sq.ft. (67.45 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 1 Balcony","₹ 61 Lac
@ 8,402 per sq.ft. (Negotiable)","Tilak Society, Bhopal",2 Floors,1 to 5 Year Old,"['1 Chimney', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Private Garden / Terrace', 'Water Storage']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",East,Main Road,
"3 Bedroom House for sale in Tilak Society, Bhopal","Tilak Society, Bhopal",₹62 Lac,"₹8,539 /sqft",Ready To Move,"Looking for buyer to purchase our house/villa available for sale in tilak society, bhopal. Available at price of rs 60 lacs. It has built up area of 1350 sqft. It has 3 bhk, 3 bathroom, 1 balcony.It is a freehold property peacefull environment airprot , railway station, hospital, restaurant, gym walking distance","Plot area 726
(67.45 sq.m.)
Built Up area: 1350 sq.ft. (125.42 sq.m.)
Carpet area: 726 sq.ft. (67.45 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 1 Balcony","₹ 62 Lac
@ 8,539 per sq.ft. (Negotiable)","Tilak Society, Bhopal",2 Floors,1 to 5 Year Old,"['1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,
"5 Bedroom House for sale in Jatkhedi, Bhopal",Swadesh Red Square,₹1.7 Cr,"₹10,625 /sqft",Ready To Move,"Discover an architectural gem nestled near hoshangabad road, where elegance and sophistication meet modern living. This stunning property boasts unparalleled beauty, featuring exquisite design elements and state-Of-The-Art amenities that cater to a refined lifestyle. Each corner of this home is thoughtfully crafted to provide comfort, luxury, and a sense of belonging.","Plot area 1600
(148.64 sq.m.)
Built Up area: 3200 sq.ft. (297.29 sq.m.)  
sq.ft.","5 Bedrooms , 5 Bathrooms, 2 Balconies with Pooja Room,Study Room,Servant Room,Store Room","₹ 1.7 Crore
@ 10,625 per sq.ft. View Price Details","Swadesh Red Square
Jatkhedi, Bhopal",2 Floors,10+ Year Old,"['1 Wardrobe', '5 Fan', '10 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",[],East,"Club,Main Road,Park/Garden,Pool,Others",
"4 Bedroom House for sale in Ayodhya Bypass , Bhopal","Ayodhya Bypass , Bhopal",₹98 Lac,"₹4,454 /sqft",Under Construction,"A newly constructed property in covered campus of prime location of ayodhya by pass. Good connectivity, wide roads and premium gentry.","Plot area 1100
(102.19 sq.m.)
Carpet area: 2200 sq.ft. (204.39 sq.m.)  
sq.ft.","4 Bedrooms , 3 Bathrooms, 2 Balconies with Pooja Room","₹ 98 Lac
@ 4,454 per sq.ft. (Negotiable)","Ayodhya Bypass , Bhopal",2 Floors,,"['1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Water Storage', 'Waste Disposal']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",West,,Within 6 months
"3 Bedroom House for sale in Peepalner, Bhopal",Rusia Nagar,₹70 Lac,"₹5,617 /sqft",Ready To Move,"Near airport and many colleges, great for investment and rental potential","Plot area 1246
(115.76 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 2 Balconies with Pooja Room,Study Room","₹ 70 Lac+ Govt Charges & Tax
@ 5,617 per sq.ft. (All inclusive, Negotiable)","Rusia Nagar
Peepalner, Bhopal",2 Floors,5 to 10 Year Old,[],"['Water Storage', 'Park']",[],,,
"3 Bedroom House for sale in Katara Hills, Bhopal",MPHIDB Sapphire Park City,₹95 Lac,"₹10,894 /sqft",Ready To Move,"Good green environment ,covered campus , play area .Everything","Plot area 872
(81.01 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, 2 Balconies","₹ 95 Lac
@ 10,894 per sq.ft. (Negotiable)","MPHIDB Sapphire Park City
Katara Hills, Bhopal",2 Floors,0 to 1 Year Old,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Natural Light']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",North-West,"Park/Garden,Main Road,Others",
"4 Bedroom House for sale in Hoshangabad Road, Bhopal",Asnani Santa Fe,₹64.49 Lac,"₹3,543 /sqft",Ready To Move,"Asnani santa fe is a residential development in hoshangabad road, bhopal. The project is built by asnani group. They provide skillfully designed apartments,villa and plots with all necessities. It is approved by madhya pradesh rera. The campus and homes are designed keeping comfort and security of your family in mind. A well-Ventilated and spacious design ensures good health and positive living in a neighbourhood that is one of the finest in bhopal.",,,,,,,[],[],"[{'Connectivity': '4 out of 5'}, {'Lifestyle': '4.3 out of 5'}, {'Safety': '4.1 out of 5'}, {'Green Area': '4.2 out of 5'}]",,,
"3 Bedroom House for sale in Hoshangabad Road, Bhopal",Sahib Prithvi Courtyard Phase 2A,₹64.5 - 79.5 Lac,"₹4,884 /sqft",Under Construction,"Sahib prithvi courtyard phase 2a, samardha, bhopal",,,,,,,[],[],"[{'Connectivity': '4 out of 5'}, {'Lifestyle': '4.3 out of 5'}, {'Safety': '4.1 out of 5'}, {'Green Area': '4.2 out of 5'}]",,,
"3 Bedroom House for sale in Kolar Road, Bhopal",Bima Kunj,₹55 Lac,"₹7,857 /sqft",Ready To Move,A 700 sqft corner duplex with 1200 sqft built up area present in the covered campus of ganpati enclave with parking and all other facilities available for sale.,"Plot area 700
(65.03 sq.m.)
Built Up area: 1200 sq.ft. (111.48 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 2 Balconies with Pooja Room","₹ 55 Lac
@ 7,857 per sq.ft. (All inclusive, Negotiable)","Bima Kunj
Kolar Road, Bhopal",2 Floors,10+ Year Old,[],"['Feng Shui / Vaastu Compliant', 'Water Storage', 'No open drainage around', 'Piped-gas', 'Security Personnel', 'Natural Light', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",North-East,Main Road,
"1 Bedroom House for sale in Katara, Bhopal","Katara, Bhopal",₹26 Lac,"₹5,078 /sqft",Ready To Move,"Looking to buy an independent house in bhopal? Do check out this 1 bhk house in katara, which is an ideal choice for a family. Constructed on a built up area of 512 sq.Ft., this house comprises 1 bedroom, 1 bathroom . This is a ready to move house, which is 0-1 year old. The ownership right of this property is freehold. The price of this spacious independent house is 26 lac.","Built Up area: 512
(47.57 sq.m.)  
sq.ft.","1 Bedroom , 1 Bathroom, No Balcony","₹ 26 Lac
@ 5,078 per sq.ft.","Katara, Bhopal",1 Floors,,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",[],[],,,undefined
"5 Bedroom House for sale in Suraj Nagar, Bhopal","Suraj Nagar, Bhopal",₹2.5 Cr,"₹10,000 /sqft",Ready To Move,"We have a house/villa available for sale in suraj nagar, meerut. Available at price of rs 2.5 crores. It has plot area of 2500 sq ft. It has 5 bhk, 4 bathroom, 5 balcony.It is a freehold property","Plot area 2500
(232.26 sq.m.)  
sq.ft.","5 Bedrooms , 4 Bathrooms, 3+ Balconies","₹ 2.5 Crore
@ 10,000 per sq.ft.","Suraj Nagar, Bhopal",3 Floors,5 to 10 Year Old,[],[],[],,,
"4 Bedroom House for sale in Awadhpuri, Bhopal",Regal Homes,₹65 Lac,"₹6,000 /sqft",Ready To Move,"This is 2 bhk duplex in well maintained society, self constructed and newly painted house, water tank is available, garden is nearby, garden is available, currently getting 14k rent per month.","Plot area 1000
(92.9 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 3 Balconies with Pooja Room,Study Room","₹ 65 Lac
@ 6,000 per sq.ft. (Negotiable)","Regal Homes
Awadhpuri, Bhopal",2 Floors,10+ Year Old,"['8 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",East,"Park/Garden,Main Road",
"2 Bedroom House for sale in Ayodhya Bypass , Bhopal",New Green City,₹27.99 Lac,"₹2,591 /sqft",Ready To Move,"Covered campus colony, in house borewell water, 24x7 electricity, near by schools, near by mall, near by market, near by hospital","Plot area 600
(55.74 sq.m.)
Carpet area: 1080 sq.ft. (100.34 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 2 Balconies
View Floor Plan","₹ 27.99 Lac
@ 2,591 per sq.ft. (All inclusive, Negotiable)","New Green City
Ayodhya Bypass , Bhopal",2 Floors,0 to 1 Year Old,"['54 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['False Ceiling Lighting', 'Water Storage', 'Natural Light', 'Airy Rooms']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",East,Others,
"3 Bedroom House for sale in Rajharsh Colony, Bhopal",bx sector rajharsh colony kolar road bhopal,₹48 Lac,"₹7,666 /sqft",Ready To Move,Duplex house sell include -Modular kitchen fall ceiling fan tv unit wooden bed cupboard dressing table led lights 3d focus lights best location area,"Plot area 600
(55.74 sq.m.)
Built Up area: 1100 sq.ft. (102.19 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 1 Balcony with Others","₹ 48 Lac
@ 7,666 per sq.ft. (All inclusive, Negotiable) View Price Details","bx sector rajharsh colony kolar road bhopal
Rajharsh Colony, Bhopal",2 Floors,1 to 5 Year Old,"['3 Bed', '2 Wardrobe', '2 Fan', '1 Exhaust Fan', '40 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",['Water Storage'],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",West,Main Road,
"3 Bedroom House for sale in Kolar Road, Bhopal",kwality paradise girdhar parasar,₹95 Lac,"₹6,333 /sqft",Ready To Move,"I have a house/villa available for sale in kolar road, bhopal. Available at price of rs 95 lacs. It has plot area of 1500 sq ft. It has 3 bhk, 4 bathroom, 1 balcony.It is a leasehold property","Plot area 1500
(139.35 sq.m.)  
sq.ft.","3 Bedrooms , 4 Bathrooms, 1 Balcony","₹ 95 Lac
@ 6,333 per sq.ft.","kwality paradise girdhar parasar
Kolar Road, Bhopal",2 Floors,5 to 10 Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,
"8 Bedroom House for sale in Gurunanak Pura, Bhopal",gurunanak pura independent house,₹65 Lac,"₹5,909 /sqft",Ready To Move,"Central bhopal location near by all facilities railway, isbt , hospitals,mall,marts, showrooms, school, provision store all the facilities near by 2 to 10 minutes","Plot area 1100
(102.19 sq.m.)
Built Up area: 2400 sq.ft. (222.97 sq.m.)
Carpet area: 2200 sq.ft. (204.39 sq.m.)  
sq.ft.","8 Bedrooms , 5 Bathrooms, 1 Balcony with Pooja Room","₹ 65 Lac+ Govt Charges & Tax
@ 5,909 per sq.ft. (Negotiable)","gurunanak pura independent house
Gurunanak Pura, Bhopal",2 Floors,10+ Year Old,"['1 Water Purifier', '12 Fan', '1 Geyser', '22 Light', '2 AC', '1 Chimney', '8 Curtains', '1 Modular Kitchen', '1 TV', '3 Wardrobe', '1 Sofa', 'No Bed', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Stove', 'No Washing Machine']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Water Storage', 'Waste Disposal']",[],West,Main Road,
"2 Bedroom House for sale in Bairagarh, Bhopal","Bairagarh, Bhopal",₹2.5 Cr,"₹16,666 /sqft",Ready To Move,Well mentioned house in bairagarh bhopal khanda,"Plot area 1500
(139.35 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 1 Balcony","₹ 2.5 Crore+ Govt Charges & Tax
@ 16,666 per sq.ft. (All inclusive, Negotiable)","Bairagarh, Bhopal",1 Floors,5 to 10 Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,
"4 Bedroom House for sale in Lambakheda, Bhopal","Lambakheda, Bhopal",₹35 Lac,"₹5,833 /sqft",Ready To Move,129 balaji leck city lamakheda bhopal,"Plot area 600
(55.74 sq.m.)  
sq.ft.","4 Bedrooms , 3 Bathrooms, 1 Balcony","₹ 35 Lac
@ 5,833 per sq.ft. (All inclusive)","Lambakheda, Bhopal",2 Floors,1 to 5 Year Old,[],[],[],,,
"3 Bedroom House for sale in Patel Nagar, Bhopal","Patel Nagar, Bhopal",₹1.2 Cr,"₹12,000 /sqft",Ready To Move,"Are you planning to buy your dream home? You can consider this well-Built 3 bhk house for sale in patel nagar, bhopal and make it your new address. The house has over built up area of 1000 sq.Ft. And comes with 3 bedrooms, 2 bathrooms . As the property is already ready to move, so you can easily move into this 0-1 year old house. This house is owned under freehold contract. This spacious house can be all yours at an attractive price of 1.2 crore.","Built Up area: 1000
(92.9 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, No Balcony","₹ 1.2 Crore
@ 12,000 per sq.ft.","Patel Nagar, Bhopal",2 Floors,,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,undefined
