pname,society,price_outer,price_per_sqft,possesion,description,Area,Configuration,Price,Address,Total Floors,Property Age,furnishing,features,ratings,Facing,Overlooking,Possession in
"5 Bedroom House for sale in Bawadia Kalan, Bhopal",Shree Signature The Address,₹2.8 Cr,"₹19,417 /sqft",Ready To Move,"5 bhk duplex for sale the address colony, babriya kala, bhopal Bechna hai spacious 5 bhk duplex in the address colony, babriya kala one of the most premium residential localities of bhopal. Modern design & spacious rooms Prime location with all amenities nearby Ideal for luxury living with family Clear title & ready for registry Location the address colony, babriya kala, bhopal Contact for more details & site visit","Plot area 1442
(133.97 sq.m.)
Built Up area: 4200 sq.ft. (390.19 sq.m.)
Carpet area: 3900 sq.ft. (362.32 sq.m.)  
sq.ft.","5 Bedrooms , 5 Bathrooms, 2 Balconies with Pooja Room,Study Room,Others,Servant Room","₹ 2.8 Crore+ Govt Charges & Tax
@ 19,417 per sq.ft. (Negotiable) View Price Details","Shree Signature The Address
Bawadia Kalan, Bhopal",3 Floors,0 to 1 Year Old    View Construction Status,"['10 Fan', '47 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",West,"Pool,Park/Garden,Sea facing,Others,Club,Main Road",
"4 Bedroom House for sale in Jatkhedi, Bhopal",Shri Balaji Swastik Grand,₹2.26 Cr,"₹17,384 /sqft",Under Construction,"Looking to buy an independent house in bhopal? Do check out this 4 bhk house in jatkhedi, which is an ideal choice for a family. The house has over super built up area of 1300 sq.Ft. And comes with 4 bedrooms, 3 bathrooms and 1 balcony. Your vehicle(s) can be easily parked as this house comes with 1 covered parking. This villa is currently under construction stage and you can expect to get the possession of the property by april 2027. This house is owned under freehold contract. The price of this spacious independent house is 2.26 crore. The house will offer a modern lifestyle as it is presented with many of the amenities such as park, fitness centre / gym, swimming pool and club house / community center. The residents of this house enjoy a 24*7 access to clean water. This property faces the east direction.","Plot area 1300
(120.77 sq.m.)  
sq.ft.","4 Bedrooms , 3 Bathrooms, 1 Balcony","₹ 2.26 Crore
@ 17,384 per sq.ft. (Negotiable)","Shri Balaji Swastik Grand
Jatkhedi, Bhopal",2 Floors,,[],"['Private Garden / Terrace', 'High Ceiling Height', 'Swimming Pool', 'Water Storage', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center']",[],East,"Club,Park/Garden,Pool,Main Road",Apr 2027
"4 Bedroom House for sale in Bawadia Kalan, Bhopal",Fortune Acharya Enclave,₹2.26 Cr,"₹17,005 /sqft",Ready To Move,"On the lookout for a spacious house in bhopal? Go for this 4 bhk house for sale in bawadia kalan, a well-Connected locality within bhopal. The house has over super built up area of 1329 sq.Ft. And comes with 4 bedrooms, 3 bathrooms and 2 balconies. Your vehicle(s) can be easily parked as this house comes with 1 covered parking. Another added advantage of this 0-1 year old house is that it is available for immediate possession. The type of ownership of this property is freehold. By paying just 2.26 crore, you can become the proud owner of this independent house. The independent house is designed very well and will provide modern facilities such as park, visitor parking, swimming pool, club house / community center and fitness centre / gym. This independent house has access to clean 24*7 supply of water for its residents. This residential house is east-Facing direction. The well built concrete flooring enhances the aesthetic appeal of this independent house. The concrete flooring of this independent house is beautifully designed and helps to give it a pleasing look.","Plot area 1329
(123.47 sq.m.)
Carpet area: 1560 sq.ft. (144.93 sq.m.)  
sq.ft.","4 Bedrooms , 3 Bathrooms, 2 Balconies
View Floor Plan","₹ 2.26 Crore
@ 17,005 per sq.ft. (Negotiable)","Fortune Acharya Enclave
Bawadia Kalan, Bhopal",2 Floors,0 to 1 Year Old,[],"['High Ceiling Height', 'Swimming Pool', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",East,"Club,Main Road,Park/Garden,Pool",
"3 Bedroom House for sale in Katara Hills, Bhopal",Ramayan South Avenue,₹92 Lac,"₹7,360 /sqft",Ready To Move,"3 bhk beautiful duplex is available for sale in ramayan south avenue phase-2, duplex have modular kitchen, wardrobe and beds. This villa is garden facing and all amenities are near by. Society is on main road of katara hills and in covered campus. If anyone intrested please call or text.","Plot area 1250
(116.13 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 2 Balconies with Pooja Room,Study Room,Servant Room","₹ 92 Lac+ Govt Charges & Tax
@ 7,360 per sq.ft. (All inclusive, Negotiable) View Price Details","Ramayan South Avenue
Katara Hills, Bhopal",2 Floors,1 to 5 Year Old,"['4 Wardrobe', '2 Bed', '5 Fan', '1 Exhaust Fan', '6 Light', '1 TV', '1 Chimney', '1 Curtains', '1 Modular Kitchen', 'No AC', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",North-West,"Park/Garden,Main Road,Club",
"4 Bedroom House for sale in Ayodhya Bypass , Bhopal",Tirupati Abhinav Homes,₹2.7 Cr,"₹6,000 /sqft",Ready To Move,"For sale urgently: A 3,000 sq ft fully furnished, beautiful, luxurious, spacious bungalow in a prime location, a beautiful gated society (Abhinav homes) on ayodhya bypass, bhopal.","Plot area 3000
(278.71 sq.m.)
Built Up area: 4500 sq.ft. (418.06 sq.m.)
Carpet area: 4000 sq.ft. (371.61 sq.m.)  
sq.ft.","4 Bedrooms , 5 Bathrooms, 2 Balconies with Servant Room,Pooja Room","₹ 2.7 Crore+ Govt Charges & Tax
@ 6,000 per sq.ft. View Price Details","Tirupati Abhinav Homes
Ayodhya Bypass , Bhopal",2 Floors,1 to 5 Year Old,"['3 Bed', '5 Wardrobe', '10 Fan', '1 Exhaust Fan', '30 Light', '1 Modular Kitchen', '1 Curtains', '1 Chimney', 'No AC', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",West,"Pool,Club,Park/Garden",
"6 Bedroom House for sale in Saket Nagar, Bhopal",Emerald Park City,₹3.2 Cr,"₹13,333 /sqft",Ready To Move,"A specious house/ bungalow in emerald park city near aiims hospital saket nagar bhopal.Its a secured covered campus, good locality proper convenience,near by market, bus stop, school, colleges,and railway station.Good for aiims doctor.","Plot area 2400
(222.97 sq.m.)
Built Up area: 3600 sq.ft. (334.45 sq.m.)
Carpet area: 3000 sq.ft. (278.71 sq.m.)  
sq.ft.","6 Bedrooms , 4 Bathrooms, 3 Balconies with Pooja Room","₹ 3.2 Crore+ Govt Charges & Tax
@ 13,333 per sq.ft. View Price Details","Emerald Park City
Saket Nagar, Bhopal",2 Floors,10+ Year Old,[],"['Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",East,"Others,Main Road",
"6 Bedroom House for sale in Trilanga, Bhopal","Trilanga, Bhopal",₹2 Cr,"₹9,523 /sqft",Ready To Move,"Wishing to settle down in an individual house with your family? This well-Built and spacious 6 bhk house for sale in trilanga, bhopal seems to be an ideal choice for a peaceful abode for a family. Containing 6 bedrooms, 7 bathrooms and 3 balconies, this independent house is spread over a super built up area of 2100 sq.Ft. This 6 bhk house comes attached with 2 covered parking for your vehicle(s). Being a ready to move house, you can expect immediate possession of this 5-10 years old property. The nature of ownership of this independent house is freehold. This spacious house can be all yours at an attractive price of 2 crore. Borewell/tank provides a regular supply of water to this residential house. The residential house is east-Facing. The floor of this independent house is beautifully designed using ceramic flooring, giving it an alluring look.","Plot area 2100
(195.1 sq.m.)  
sq.ft.","6 Bedrooms , 7 Bathrooms, 3 Balconies with Pooja Room,Store Room","₹ 2 Crore
@ 9,523 per sq.ft. (Negotiable) View Price Details","Trilanga, Bhopal",2 Floors,5 to 10 Year Old,"['5 Fan', '1 Exhaust Fan', '8 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Private Garden / Terrace', 'Water Storage']",[],East,Park/Garden,
"6 Bedroom House for sale in Trilanga, Bhopal",Fortune Pride Extension,₹1.55 Cr,"₹12,400 /sqft",Ready To Move,"Wishing to settle down in an individual house with your family? This well-Built and spacious 6 bhk house for sale in trilanga, bhopal seems to be an ideal choice for a peaceful abode for a family. The floor plan additionally contains 6 bedrooms, 6 bathrooms and 3 balconies. All in all, the independent house is spread over a super built up area of 1250 sq.Ft. The owner of the house also gets 2 covered and 1 open parking slot(s) to park their car safely. This 5-10 years old property is available for immediate possession as the house is ready to move. It is a freehold property. The price of this spacious independent house is 1.55 crore. Many of the modern amenities being offered, like park and visitor parking, will provide a pleasant living experience for you. The house provides a continuous supply of water for its residents.","Plot area 1250
(116.13 sq.m.)
Built Up area: 3200 sq.ft. (297.29 sq.m.)  
sq.ft.","6 Bedrooms , 6 Bathrooms, 3 Balconies with Pooja Room,Store Room","₹ 1.55 Crore
@ 12,400 per sq.ft. (Negotiable) View Price Details","Fortune Pride Extension
Trilanga, Bhopal",3 Floors,5 to 10 Year Old,"['1 Wardrobe', '1 Exhaust Fan', '7 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Private Garden / Terrace', 'High Ceiling Height', 'Water Storage', 'Park', 'Visitor Parking']",[],,Park/Garden,
"4 Bedroom House for sale in Gulmohar G3, Bhopal","Gulmohar G3, Bhopal",₹6 Cr,"₹30,769 /sqft",Ready To Move,"Gulmohar g3 is one of bhopal's most sought after destination for residential houses and this 4 bhk house in gulmohar g3 is your opportunity to be a part of this community. Constructed on a super built up area of 1950 sq.Ft., this house comprises 4 bedrooms, 4 bathrooms and 1 balcony. As the property is already ready to move, so you can easily move into this 10+ years old house. This house is owned under freehold contract. The price of this spacious independent house is 6 crore. Many of the modern amenities being offered, like maintenance staff and visitor parking, will provide a pleasant living experience for you. The house provides continuous water supply from municipal corporation. This is a north-East-Facing property.","Plot area 1950
(181.16 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 1 Balcony","₹ 6 Crore
@ 30,769 per sq.ft. (Negotiable) View Price Details","Gulmohar G3, Bhopal",1 Floors,10+ Year Old,"['2 Wardrobe', '5 Fan', '1 Exhaust Fan', '6 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Maintenance Staff', 'Visitor Parking']",[],North-East,"Park/Garden,Main Road",
"4 Bedroom House for sale in Trilanga, Bhopal","Trilanga, Bhopal",₹1.5 Cr,"₹7,692 /sqft",Ready To Move,"Planning to buy an individual house in bhopal. Then you should definitely check out this 4 bhk house for sale in trilanga, a well-Planned and well-Connected locality in bhopal. The floor plan additionally contains 4 bedrooms, 5 bathrooms and 2 balconies. All in all, the independent house is spread over a super built up area of 1950 sq.Ft. This 4 bhk house comes attached with 1 covered and 2 open parking for your vehicle(s). Another added advantage of this 5-10 years old house is that it is available for immediate possession. The type of ownership of this property is freehold. This independent house is available at an attractive price of 1.5 crore. The independent house is designed very well and will provide modern facilities such as maintenance staff and visitor parking. This independent house has access to clean 24*7 supply of water for its residents. This residential house is east-Facing direction.","Plot area 1950
(181.16 sq.m.)  
sq.ft.","4 Bedrooms , 5 Bathrooms, 2 Balconies with Others","₹ 1.5 Crore
@ 7,692 per sq.ft. (Negotiable) View Price Details","Trilanga, Bhopal",2 Floors,5 to 10 Year Old,"['4 Wardrobe', '5 Fan', '6 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Maintenance Staff', 'Visitor Parking']",[],East,"Main Road,Others",
"3 Bedroom House for sale in New Central Jail, Bhopal",Airport Road,₹100 Lac,"₹8,583 /sqft",Ready To Move,Luxurious full furnished 3 bhk duplex with all the modern amenities,"Plot area 1165
(108.23 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 2 Balconies with Others","₹ 1 Crore+ Govt Charges & Tax
@ 8,583 per sq.ft. View Price Details","Airport Road
, Bhopal",2 Floors,5 to 10 Year Old,"['1 Water Purifier', '6 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '3 Geyser', '1 Stove', '8 Light', '3 AC', '1 TV', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '3 Bed', '4 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Recently Renovated', 'Visitor Parking', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",[],North,"Park/Garden,Club,Main Road,Others",
"4 Bedroom House for sale in Rohit Nagar, Bhopal","Rohit Nagar, Bhopal",₹5 Cr,"₹23,809 /sqft",Ready To Move,"It is a 5 year old property , it is on 80 feet wide road , suitable for commercial activities . 1500 sqft basement is also in this building .","Plot area 2100
(195.1 sq.m.)
Built Up area: 6000 sq.ft. (557.42 sq.m.)  
sq.ft.","4 Bedrooms , 3 Bathrooms, No Balcony","₹ 5 Crore+ Govt Charges & Tax
@ 23,809 per sq.ft. (All inclusive, Negotiable) View Price Details","Rohit Nagar, Bhopal",3 Floors,1 to 5 Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",South,Main Road,
"4 Bedroom House for sale in Jatkhedi, Bhopal","Jatkhedi, Bhopal",₹1.2 Cr,"₹10,000 /sqft",Ready To Move,"For sale 4bhk furnished duplex covered campus, jatkhedi near shani mandir hoshangabad road bhopal","Plot area 1200
(111.48 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 2 Balconies with Others","₹ 1.2 Crore+ Govt Charges & Tax
@ 10,000 per sq.ft. View Price Details","Jatkhedi, Bhopal",2 Floors,1 to 5 Year Old,"['1 Bed', '3 Wardrobe', '1 Water Purifier', '5 Fan', '1 Sofa', '1 Exhaust Fan', '1 Geyser', '11 Light', '1 Modular Kitchen', 'No AC', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Stove', 'No TV', 'No Washing Machine']","['Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",[],South-East,"Park/Garden,Main Road",
"4 Bedroom House for sale in Bawadia Kalan, Bhopal",Fortune Landmark,₹1.45 Cr,"₹12,083 /sqft",Ready To Move,"4bhk bungalow newly constructed good cross ventilation, spacious bedrooms and toilets all bedrooms have attached toilet and 1 common toilet, fall ceiling, modular kitchen, spacious balcony","Plot area 1200
(111.48 sq.m.)  
sq.ft.","4 Bedrooms , 5 Bathrooms, 3 Balconies with Pooja Room","₹ 1.45 Crore+ Govt Charges & Tax
@ 12,083 per sq.ft. (All inclusive) View Price Details","Fortune Landmark
Bawadia Kalan, Bhopal",3 Floors,0 to 1 Year Old    View Construction Status,"['1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Rain Water Harvesting']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",North,"Park/Garden,Main Road",
"8 Bedroom House for sale in Sonagiri, Bhopal","chanchal nagar, sonagiri, bhopal",₹1.4 Cr,"₹7,000 /sqft",Ready To Move,"Duplex for sale in sonagiri main road short distance for 200 mtr, plot carpet area 2000 sq.Ft. West facing,","Plot area 2000
(185.81 sq.m.)  
sq.ft.","8 Bedrooms , 4 Bathrooms, 3 Balconies with Study Room,Store Room","₹ 1.4 Crore
@ 7,000 per sq.ft. (Negotiable)","chanchal nagar, sonagiri, bhopal
Sonagiri, Bhopal",2 Floors,10+ Year Old,"['1 Wardrobe', '1 Light', '1 TV', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No Washing Machine', 'No Water Purifier']",[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,
"6 Bedroom House for sale in Sivoy, Bhopal","Sivoy, Bhopal",₹2 Cr,"₹9,523 /sqft",Ready To Move,Very prime location Main road trilanga sevoy gulmohar Well maintain property,"Plot area 2100
(195.1 sq.m.)  
sq.ft.","6 Bedrooms , 7 Bathrooms, 3 Balconies with Study Room,Servant Room,Pooja Room","₹ 2 Crore
@ 9,523 per sq.ft. (All inclusive) View Price Details","Sivoy, Bhopal",2 Floors,10+ Year Old,"['5 Wardrobe', '1 Fridge', '9 Fan', '1 Sofa', '1 Exhaust Fan', '1 Microwave', '18 Light', '1 Curtains', '1 Chimney', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Dining Table', 'No Geyser', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",['Visitor Parking'],[],South-East,Main Road,
"10 Bedroom House for sale in 10 No Stop Arera Colony, Bhopal","10 No Stop Arera Colony, Bhopal",₹15.5 Cr,"₹34,444 /sqft",Ready To Move,"This 10 bhk house for sale in 10 no stop arera colony, a well planned locality in bhopal, is ideal for a family that is looking for complete peace of mind. The house has over super built up area of 4500 sq.Ft. And comes with 10 bedrooms, 9 bathrooms and 2 balconies. This 10 bhk house comes attached with 2 covered and 2 open parking for your vehicle(s). This is a ready to move house, which is 1-5 years old. The ownership right of this property is freehold. This spacious house can be all yours at an attractive price of 15.5 crore.","Plot area 4500
(418.06 sq.m.)  
sq.ft.","10 Bedrooms , 9 Bathrooms, 2 Balconies with Servant Room,Study Room,Pooja Room,Store Room","₹ 15.5 Crore
@ 34,444 per sq.ft. (Negotiable) View Price Details","10 No Stop Arera Colony, Bhopal",2 Floors,1 to 5 Year Old,"['1 Water Purifier', '10 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '9 Geyser', '1 Stove', '20 Light', '10 AC', '7 TV', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '10 Bed', '10 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Centrally Air Conditioned', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'Recently Renovated', 'Visitor Parking', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",[],East,"Park/Garden,Main Road,Others",
"4 Bedroom House for sale in Bawadia Kalan, Bhopal","Bawadia Kalan, Bhopal",₹1.8 Cr,"₹12,000 /sqft",Ready To Move,"This 4 bhk house for sale in bawadia kalan is an ideal abode for a family. Even better, it is situated in one of the prominent localities of bhopal. Containing 4 bedrooms, 3 bathrooms and 3 balconies, this independent house is spread over a super built up area of 1500 sq.Ft. The owner of the house also gets 2 covered parking slot(s) to park their car safely. This 10+ years old property is available for immediate possession as the house is ready to move. It is a freehold property. By paying just 1.8 crore, you can become the proud owner of this independent house. All the modern amenities such as maintenance staff, visitor parking and club house / community center will make life easier for you. Borewell/tank provides a regular supply of water to this residential house. The residential house is north-Facing. The floor of this independent house is beautifully designed using ceramic flooring, giving it an alluring look.","Plot area 1500
(139.35 sq.m.)
Built Up area: 2800 sq.ft. (260.13 sq.m.)  
sq.ft.","4 Bedrooms , 3 Bathrooms, 3 Balconies","₹ 1.8 Crore
@ 12,000 per sq.ft. View Price Details","Bawadia Kalan, Bhopal",2 Floors,10+ Year Old,"['3 Wardrobe', '4 Fan', '5 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Club house / Community Center']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",North,Park/Garden,
"4 Bedroom House for sale in Kolar Road, Bhopal",Fortune Estate,₹1.5 Cr,"₹10,000 /sqft",Ready To Move,"Are you planning to buy your dream home? You can consider this well-Built 4 bhk house for sale in kolar road, bhopal and make it your new address. The floor plan additionally contains 4 bedrooms, 3 bathrooms and 2 balconies. All in all, the independent house is spread over a super built up area of 1500 sq.Ft. The houses comes with dedicated 2 covered and 1 open parking space(s) where you can easily park your vehicle(s). This 1-5 years old property is available for immediate possession as the house is ready to move. It is a freehold property. The price of this spacious independent house is 1.5 crore. Many of the modern amenities being offered, like maintenance staff and park, will provide a pleasant living experience for you. The house provides a continuous supply of water for its residents. The house comes well built with ceramic flooring options.","Plot area 1500
(139.35 sq.m.)  
sq.ft.","4 Bedrooms , 3 Bathrooms, 2 Balconies","₹ 1.5 Crore
@ 10,000 per sq.ft. (Negotiable) View Price Details","Fortune Estate
Kolar Road, Bhopal",2 Floors,1 to 5 Year Old,"['2 Wardrobe', '4 Fan', '5 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Maintenance Staff', 'Water Storage', 'Park']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,Park/Garden,
"4 Bedroom House for sale in Saket Nagar, Bhopal","Saket Nagar, Bhopal",₹2.61 Cr,"₹17,400 /sqft",Ready To Move,"There is a fully furnished 4bhk duplex in saket nagar, spread across 1500 sq ft. It's an independent property with a very attractive design that makes it truly stand out.","Plot area 1500
(139.35 sq.m.)  
sq.ft.","4 Bedrooms , 3 Bathrooms, 3 Balconies with Pooja Room,Study Room","₹ 2.61 Crore
@ 17,400 per sq.ft. (Negotiable) View Price Details","Saket Nagar, Bhopal",3 Floors,1 to 5 Year Old,"['1 Water Purifier', '10 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '2 Geyser', '1 Stove', '20 Light', '1 Curtains', '1 Modular Kitchen', '2 AC', '1 TV', '1 Chimney', '4 Bed', '4 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave']","['Maintenance Staff', 'Water Storage', 'Visitor Parking']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",South-West,"Main Road,Others",
"4 Bedroom House for sale in Bawadia Kalan, Bhopal",Shubhalay Vihar,₹1.45 Cr,"₹11,153 /sqft",Ready To Move,"This 4 bhk house for sale in bawadia kalan, a well planned locality in bhopal, is ideal for a family that is looking for complete peace of mind. This residential property boasts proximity to key landmarks like close to school and close to market. This house occupies a super built up area of 1300 sq.Ft. And contains 4 bedrooms, 5 bathrooms and 2 balconies. The houses comes with dedicated 1 covered and 1 open parking space(s) where you can easily park your vehicle(s). This 5-10 years old property is available for immediate possession as the house is ready to move. It is a freehold property. This spacious house can be all yours at an attractive price of 1.45 crore. You can enjoy additional wellness features and amenities such as park and visitor parking, that are part of this housing locality. The independent house provides access to clean water through borewell/tank supply. This independent house is facing the south direction. The beautifully designed vitrified flooring enhances the beauty of this independent house.","Plot area 1300
(120.77 sq.m.)
Built Up area: 3000 sq.ft. (278.71 sq.m.)  
sq.ft.","4 Bedrooms , 5 Bathrooms, 2 Balconies","₹ 1.45 Crore
@ 11,153 per sq.ft. (Negotiable) View Price Details","Shubhalay Vihar
Bawadia Kalan, Bhopal",1 Floors,5 to 10 Year Old,"['6 Fan', '15 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Park', 'Visitor Parking']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",South,Park/Garden,
"7 Bedroom House for sale in Punjabi Bagh, Bhopal",Private Bijli Colony,₹1.29 Cr,"₹5,375 /sqft",Ready To Move,"Close to metro station, independent bunglow in new bhopal area at bijli colony near to punjabi bagh, raisen road govindpura bhopal india","Plot area 2400
(222.97 sq.m.)
Built Up area: 6500 sq.ft. (603.87 sq.m.)
Carpet area: 4800 sq.ft. (445.93 sq.m.)  
sq.ft.","7 Bedrooms , 5 Bathrooms, 3 Balconies with Pooja Room,Study Room,Servant Room,Others","₹ 1.29 Crore+ Govt Charges & Tax
@ 5,375 per sq.ft. (Negotiable) View Price Details","Private Bijli Colony
Punjabi Bagh, Bhopal",2 Floors,10+ Year Old,"['3 Fan', '1 Exhaust Fan', '1 Dining Table', '3 Geyser', '1 Stove', '4 Light', '1 AC', '1 TV', '1 Chimney', '1 Curtains', '3 Bed', '4 Wardrobe', '1 Sofa', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Washing Machine', 'No Water Purifier']","['Private Garden / Terrace', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'Park', 'Visitor Parking', 'Natural Light', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center']",[],,,
"5 Bedroom House for sale in TT Nagar, Bhopal",Green Meados,₹3.25 Cr,"₹15,476 /sqft",Ready To Move,"It is a covered campus, situated in the heart of the city, secured , greenery, pollution free residential complex. High class gentry .","Plot area 2100
(195.1 sq.m.)  
sq.ft.","5 Bedrooms , 5 Bathrooms, 1 Balcony","₹ 3.25 Crore+ Govt Charges & Tax
@ 15,476 per sq.ft.","Green Meados
TT Nagar, Bhopal",3 Floors,10+ Year Old,[],"['Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",North,Park/Garden,
