pname,society,price_outer,price_per_sqft,possesion,description,Area,Configuration,Price,Address,Total Floors,Facing,Property Age,furnishing,features,ratings,Overlooking,Possession in
"4 Bedroom House for sale in TT Nagar, Bhopal",Green Meados,₹2.25 Cr,"₹16,071 /sqft",Ready To Move,"Location: Rose villa , green meadows, arera hills, bhopal (M.P.)","Plot area 1400
(130.06 sq.m.)
Built Up area: 2080 sq.ft. (193.24 sq.m.)  
sq.ft.","4 Bedrooms , 3 Bathrooms, 2 Balconies","₹ 2.25 Crore+ Govt Charges & Tax
@ 16,071 per sq.ft. (Negotiable)","Green Meados
TT Nagar, Bhopal",3 Floors,South,5 to 10 Year Old,[],"['Maintenance Staff', 'Visitor Parking', 'Waste Disposal']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",Park/Garden,
"4 Bedroom House for sale in Sector B Indrapuri, Bhopal","Sector B Indrapuri, Bhopal",₹3.25 Cr,"₹13,000 /sqft",Ready To Move,Corner property Opp park & water tank Near to market,"Plot area 2500
(232.26 sq.m.)
Carpet area: 2500 sq.ft. (232.26 sq.m.)  
sq.ft.","4 Bedrooms , 2 Bathrooms, 2 Balconies","₹ 3.25 Crore+ Govt Charges & Tax
@ 13,000 per sq.ft.","Sector B Indrapuri, Bhopal",1 Floors,North-West,10+ Year Old,[],"['Private Garden / Terrace', 'Water Storage']",[],Park/Garden,
"3 Bedroom House for sale in Awadhpuri, Bhopal",Shri Balaji Galaxy City,₹75 Lac,"₹9,375 /sqft",Under Construction,"Welcome to nanak niwas 3 ,a primium residencial enclave where we thoughtful design meets model living , luxurious amenities like club house, swimming pool, commercial complex, landscape gardens,kids play area etc .","Plot area 800
(74.32 sq.m.)
Built Up area: 1420 sq.ft. (131.92 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 1 Balcony","₹ 75 Lac+ Govt Charges & Tax
@ 9,375 per sq.ft. (All inclusive, Negotiable)","Shri Balaji Galaxy City
Awadhpuri, Bhopal",1 Floors,,,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,Jan 2027
"8 Bedroom House for sale in Sector C Indrapuri, Bhopal","Sector C Indrapuri, Bhopal",₹4.5 Cr,"₹16,304 /sqft",Ready To Move,Details of property 1 . Size 46x60= 2760sq feet.Corner plot..181 c indrapuri... 2 . Commercial cum residential 3 . Ground floor- Five shops for own use or rental purpose .The shops can give a rental income of around rs. 50k per month. 4 . First floor- Fully constructed for self stay and separate portion for renting to family or college students. Presently vaccant. But can give a rental income of around 20 k per month in present condition. 5 . Ideal for hostel and other commercial purpose. 6 . Demand 4.5 crore,"Plot area 2760
(256.41 sq.m.)  
sq.ft.","8 Bedrooms , 5 Bathrooms, 3+ Balconies","₹ 4.5 Crore
@ 16,304 per sq.ft. (All inclusive)","Sector C Indrapuri, Bhopal",2 Floors,,10+ Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,
"3 Bedroom House for sale in Awadhpuri, Bhopal",Shri Balaji Galaxy City,₹75 Lac,"₹9,375 /sqft",Under Construction,"Welcome to nanak niwas 3 ,a primium residencial enclave where we thoughtful design meets model living","Plot area 800
(74.32 sq.m.)
Built Up area: 1420 sq.ft. (131.92 sq.m.)
Carpet area: 660 sq.ft. (61.32 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 1 Balcony","₹ 75 Lac+ Govt Charges & Tax
@ 9,375 per sq.ft. (All inclusive, Negotiable)","Shri Balaji Galaxy City
Awadhpuri, Bhopal",1 Floors,East,,[],"['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Park', 'Bank Attached Property', 'Visitor Parking', 'Security Personnel', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]","Pool,Park/Garden,Club,Main Road,Others",Jan 2027
"6 Bedroom House for sale in Karariya Sajidabad, Bhopal","Karariya Sajidabad, Bhopal",₹80 Lac,"₹2,962 /sqft",Ready To Move,House is well vastu complied north east ishan cone facing house a positive feel which attract carrer and growth a house is in corner .,"Plot area 2700
(250.84 sq.m.)  
sq.ft.","6 Bedrooms , 5 Bathrooms, 2 Balconies","₹ 80 Lac
@ 2,962 per sq.ft. (Negotiable)","Karariya Sajidabad, Bhopal",3 Floors,,5 to 10 Year Old,[],[],[],,
"10 Bedroom House for sale in Old Subhash Nagar Colony, Bhopal","Old Subhash Nagar Colony, Bhopal",₹1.6 Cr,"₹5,333 /sqft",Ready To Move,"Own a rare 3-Story villa in the heart of the city complete with a private garden, parking, and serene park & temple views. With hospitals, malls, markets, and the metro just minutes away, this home offers the perfect balance of comfort, convenience, and lifestyle. Dont miss the chance to make it yours!","Plot area 3000
(278.71 sq.m.)  
sq.ft.","10 Bedrooms , 6 Bathrooms, 3 Balconies with Pooja Room,Study Room,Store Room","₹ 1.6 Crore
@ 5,333 per sq.ft. (Negotiable)",", Bhopal",3 Floors,,10+ Year Old,[],"['Private Garden / Terrace', 'False Ceiling Lighting', 'No open drainage around', 'Park']",[],,
"5 Bedroom House for sale in Kadambini, Bhopal","Kadambini, Bhopal",₹1.25 Cr,"₹13,888 /sqft",Ready To Move,"Our property is newly constructed (Just 1.5 years old) and is now available for sale. The property comes fully furnished with beds, ac, tv, and other essential fittings, so you can move in without any additional setup.","Plot area 900
(83.61 sq.m.)  
sq.ft.","5 Bedrooms , 4 Bathrooms, 2 Balconies","₹ 1.25 Crore+ Govt Charges & Tax
@ 13,888 per sq.ft. (All inclusive, Negotiable)","Kadambini, Bhopal",3 Floors,East,1 to 5 Year Old,"['1 Water Purifier', '10 Fan', '1 Fridge', '1 Exhaust Fan', '1 Geyser', '1 Stove', '40 Light', '2 AC', '1 TV', '1 Modular Kitchen', '2 Bed', '3 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave', 'No Chimney', 'No Curtains', 'No Dining Table']",['Maintenance Staff'],[],Others,
"3 Bedroom House for sale in Morga, Bhopal","Morga, Bhopal",₹29.11 Lac,"₹3,234 /sqft",Under Construction,"Experience the perfect blend of comfort, elegance, and modern living with this beautifully designed 3 bhk independent villa located in a well-Organised and secure society. The villa offers spacious bedrooms, a contemporary living area, modular kitchen, and thoughtfully designed interiors that ensure maximum natural light and ventilation. Nestled in a gated community with 24x7 security, landscaped gardens, wide internal roads, and ample parking, this villa provides both privacy and a sense of belonging. Residents enjoy access to premium amenities like a clubhouse, childrens play area, jogging tracks, and recreational spaces making it ideal for families. Whether youre looking for a peaceful lifestyle or a vibrant community experience, this villa offers the best of both worlds.","Plot area 900
(83.61 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 2 Balconies","₹ 29.11 Lac
@ 3,234 per sq.ft.","Morga, Bhopal",2 Floors,,,[],"['High Ceiling Height', 'Maintenance Staff', 'Park', 'Visitor Parking', 'Club house / Community Center']",[],,May 2026
"3 Bedroom House for sale in Sankhedi, Bhopal",Priyadarshini Pristine,₹55 Lac,"₹6,547 /sqft",Ready To Move,"Priyadarshini constructions is a leading organization in the field of providing quality housing to its customers. The group has pioneered the concept of group housing in bhopal, with projects providing complete housing solutions, having advanced security systems, various recreational activities and with a touch of class and elegance. Priyadarshini constructions with a professional staff of strong, experienced, skilled and detail - Oriented team, they are willing and able to perform duties in a respectable and professional manner. They have worked hard to maintain their commitment to customer service and satisfaction. Over the years priyadarshini constructions has developed a distinguished reputation for quality craftsmanship and service. Strict work ethics, experience and commitment have made them one of the most trusted name in central india.","Plot area 840
(78.04 sq.m.)
Built Up area: 1398 sq.ft. (129.88 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 2 Balconies with Study Room,Pooja Room,Store Room,Servant Room","₹ 55 Lac+ Govt Charges & Tax
@ 6,547 per sq.ft. (All inclusive, Negotiable)","Priyadarshini Pristine
Sankhedi, Bhopal",1 Floors,West,5 to 10 Year Old,"['1 Water Purifier', '5 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '3 Geyser', '1 Stove', '5 Light', '3 AC', '2 TV', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '3 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave', 'No Bed']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']",[],"Main Road,Club,Park/Garden,Pool",
"4 Bedroom House for sale in Kotra Sultanabad, Bhopal",LIG 105 KOTRA SULTANA BAD,₹1.2 Cr,"₹10,434 /sqft",Ready To Move,On road commarsial house and resident larg open ground in front house lagre parking space for car or truck bus Plz . Thanku,"Plot area 1150
(106.84 sq.m.)
Built Up area: 2400 sq.ft. (222.97 sq.m.)
Carpet area: 2000 sq.ft. (185.81 sq.m.)  
sq.ft.","4 Bedrooms , 2 Bathrooms, 2 Balconies with Pooja Room,Study Room,Store Room","₹ 1.2 Crore
@ 10,434 per sq.ft. (All inclusive, Negotiable)","LIG 105 KOTRA SULTANA BAD
Kotra Sultanabad, Bhopal",2 Floors,South-West,10+ Year Old,"['4 Wardrobe', '1 Water Purifier', '12 Fan', '1 Exhaust Fan', '1 Stove', '30 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine']","['Private Garden / Terrace', 'Water purifier', 'High Ceiling Height', 'Water Storage', 'Park', 'Visitor Parking', 'Natural Light']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",Main Road,
"3 Bedroom House for sale in Katara Hills, Bhopal",Ramayan South Avenue,₹95 Lac,"₹9,047 /sqft",Ready To Move,"East facing 3 bhk individual corner house with furnished kitchen, store room, living room, 3 bathrooms, covered washing area, 2 parking spaces( 1 closed & 1 open).4 iron gates . 1 geyser, 4 exhaust fans, 6 fans , lights, curtain holders, door camera.It has covered shed in both front and back, and iron grills at back wash area for security and comfort.","Plot area 1050
(97.55 sq.m.)
Built Up area: 1750 sq.ft. (162.58 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 1 Balcony with Pooja Room","₹ 95 Lac+ Govt Charges & Tax
@ 9,047 per sq.ft.","Ramayan South Avenue
Katara Hills, Bhopal",2 Floors,East,1 to 5 Year Old,"['6 Fan', '1 Exhaust Fan', '1 Geyser', '8 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Park', 'Visitor Parking', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Club house / Community Center']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]","Park/Garden,Main Road",
"2 Bedroom House for sale in Mungalia Kot, Bhopal",Bhavishya Metro City Sector A,₹23 Lac,"₹2,738 /sqft",Ready To Move,"Urgently sell of constructed unfurnished home for sale offering a newly built, spacious home in a sought-After locality. Enjoy modern architecture, excellent layout, and lasting construction.Please note: Only cash offers are accepted. Payment must be made in full by cash at the time of sale.","Plot area 840
(78.04 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 1 Balcony","₹ 23 Lac
@ 2,738 per sq.ft.","Bhavishya Metro City Sector A
Mungalia Kot, Bhopal",,North,0 to 1 Year Old,[],"['Park', 'Visitor Parking', 'Waste Disposal']",[],Park/Garden,
"1 Bedroom House for sale in Khejrabaramad, Bhopal",shri Aadinath Parisar,₹25 Lac,"₹3,676 /sqft",Ready To Move,Ready to move,"Plot area 700
(65.03 sq.m.)
Carpet area: 680 sq.ft. (63.17 sq.m.)  
sq.ft.","1 Bedroom , 2 Bathrooms, No Balcony","₹ 25 Lac
@ 3,676 per sq.ft. (All inclusive, Negotiable)","shri Aadinath Parisar
Khejrabaramad, Bhopal",1 Floors,,0 to 1 Year Old,[],[],[],,
"4 Bedroom House for sale in Indus Towne, Bhopal",Ishaan Grand Estate,₹70 Lac,"₹5,600 /sqft",Ready To Move,"Residential duplex for sale Ishaan grand estate, hoshangabad road Facing: West Plot size: 1,250 sq.Ft Super built-Up area: 1,650 sq.Ft Loan facility: Available","Plot area 1250
(116.13 sq.m.)
Built Up area: 1650 sq.ft. (153.29 sq.m.)
Carpet area: 1250 sq.ft. (116.13 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 2 Balconies","₹ 70 Lac+ Govt Charges & Tax
@ 5,600 per sq.ft. (Negotiable)","Ishaan Grand Estate
Indus Towne, Bhopal",2 Floors,West,5 to 10 Year Old,[],"['Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",Park/Garden,
"6 Bedroom House for sale in Chhatrapati Nagar, Bhopal","Chhatrapati Nagar, Bhopal",₹82 Lac,"₹10,250 /sqft",Ready To Move,Bhavani dham phase 1 se laga hua hai samne mandir hai bahut acchi location me hai Side me park hai,"Plot area 800
(74.32 sq.m.)
Built Up area: 2000 sq.ft. (185.81 sq.m.)  
sq.ft.","6 Bedrooms , 4 Bathrooms, 3 Balconies with Pooja Room","₹ 82 Lac
@ 10,250 per sq.ft. (Negotiable)","Chhatrapati Nagar, Bhopal",3 Floors,South-East,5 to 10 Year Old,"['7 Fan', '2 Geyser', '13 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Private Garden / Terrace', 'Water Storage']",[],Main Road,
"3 Bedroom House for sale in Viswakarma Nagar, Bhopal","Viswakarma Nagar, Bhopal",₹55 Lac,"₹5,164 /sqft",Ready To Move,"Centrally located.3km away railway station, bus stand, hotels, hospital and shopping complexes etc. Corner apartment with open space for temporary use if required.","Plot area 1065
(98.94 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, 1 Balcony with Pooja Room","₹ 55 Lac+ Govt Charges & Tax
@ 5,164 per sq.ft. (All inclusive)","Viswakarma Nagar, Bhopal",1 Floors,East,10+ Year Old,[],"['Water Storage', 'Waste Disposal']",[],,
"4 Bedroom House for sale in Aishbagh, Bhopal","Aishbagh, Bhopal",₹55 Lac,"₹12,222 /sqft",Ready To Move,"Spacious highly ventilated , designed by vastu and having parking spaces for two 4 wheeler......Open space infront of your house","Plot area 450
(41.81 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 1 Balcony","₹ 55 Lac+ Govt Charges & Tax
@ 12,222 per sq.ft.","Aishbagh, Bhopal",4 Floors,West,10+ Year Old,"['2 Bed', '3 Wardrobe', 'No AC', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Water Storage', 'Visitor Parking']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",Park/Garden,
"2 Bedroom House for sale in Semra, Bhopal",Anupam Kasturi,₹40 Lac,"₹7,619 /sqft",Ready To Move,"Bhopal jn around 2 km, airport 12km","Plot area 525
(48.77 sq.m.)  
sq.ft.","2 Bedrooms , 1 Bathroom, 1 Balcony","₹ 40 Lac
@ 7,619 per sq.ft. (Negotiable)","Anupam Kasturi
Semra, Bhopal",3 Floors,,1 to 5 Year Old    View Construction Status,[],"['Private Garden / Terrace', 'Water Storage', 'Park', 'Visitor Parking']",[],,
"3 Bedroom House for sale in Bagli, Bhopal",JD Kasturi Vihar,₹1.1 Cr,"₹10,628 /sqft",Ready To Move,"I want to sell 3 bhk fully furnished corner east facing duplex at kasturi vihar bagli bhopal Plot area 1060 sq ft build up area 1900 sq ft Selling price 11000000/- Slightly negotiable. Self borewell, solar 5kw. Only genuine buyer can contact me.","Plot area 1035
(96.15 sq.m.)
Built Up area: 1600 sq.ft. (148.64 sq.m.)  
sq.ft.","3 Bedrooms , 4 Bathrooms, 1 Balcony with Pooja Room","₹ 1.1 Crore+ Govt Charges & Tax
@ 10,628 per sq.ft. (All inclusive, Negotiable)","JD Kasturi Vihar
Bagli, Bhopal",2 Floors,East,1 to 5 Year Old,"['4 Bed', '3 Wardrobe', '5 Fan', '1 Sofa', '4 Geyser', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Light', 'No Microwave', 'No Fridge', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Visitor Parking']",[],Main Road,
"5 Bedroom House for sale in Hoshangabad Road, Bhopal",Krishna Homes Rhythm Park,₹58 Lac,"₹6,157 /sqft",Ready To Move,Independent corner villa for sale volonynis in main bhojpur road propsed 6 lane .Rooms are spacious and good construction good for investment and rental income,"Plot area 942
(87.51 sq.m.)  
sq.ft.","5 Bedrooms , 5 Bathrooms, 2 Balconies","₹ 58 Lac+ Govt Charges & Tax
@ 6,157 per sq.ft. (Negotiable)","Krishna Homes Rhythm Park
Hoshangabad Road, Bhopal",3 Floors,,1 to 5 Year Old,"['7 Fan', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Water Storage', 'Park']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,
"2 Bedroom House for sale in Mahabali Nagar, Bhopal","Mahabali Nagar, Bhopal",₹42 Lac,"₹8,076 /sqft",Ready To Move,"Beautiful house, spacious room, balcony, well maintained society","Plot area 520
(48.31 sq.m.)  
sq.ft.","2 Bedrooms , 3 Bathrooms, 1 Balcony","₹ 42 Lac
@ 8,076 per sq.ft. (Negotiable)","Mahabali Nagar, Bhopal",2 Floors,East,10+ Year Old,[],[],[],,
"7 Bedroom House for sale in Ibrahimpura, Bhopal",City Tower,₹1.2 Cr,"₹19,047 /sqft",Ready To Move,Nadeem press ki gali nadeem road near giri sari house in frount of riya suit commercial house,"Plot area 630
(58.53 sq.m.)
Built Up area: 2500 sq.ft. (232.26 sq.m.)  
sq.ft.","7 Bedrooms , 4 Bathrooms, 2 Balconies","₹ 1.2 Crore
@ 19,047 per sq.ft. (Negotiable)","City Tower
Ibrahimpura, Bhopal",4 Floors,North,10+ Year Old,[],"['Water Storage', 'Waste Disposal']",[],,
"3 Bedroom House for sale in Sneh Nagar, Bhopal","Sneh Nagar, Bhopal",₹1 Cr,"₹9,671 /sqft",Ready To Move,"Best construction in the area. Colony is very safe and secure. 600 m from hosangabad mall. Near by amenities- Ashimamall,shree ram colony,vrindhaban dhabha.","Plot area 1034
(96.06 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 1 Balcony","₹ 1 Crore
@ 9,671 per sq.ft.",", Bhopal",2 Floors,,5 to 10 Year Old,[],[],[],,
"4 Bedroom House for sale in Amrawad Khurd, Bhopal","Amrawad Khurd, Bhopal",₹1.25 Cr,"₹8,928 /sqft",Ready To Move,Spacious house Duplex for sale Plot 1400 sq ft (28 by 50) West facing 4 bedroom 2 lobby 1 shed room 3 bathroom 2 small stores,"Plot area 1400
(130.06 sq.m.)
Built Up area: 2400 sq.ft. (222.97 sq.m.)  
sq.ft.","4 Bedrooms , 3 Bathrooms, 2 Balconies with Study Room","₹ 1.25 Crore
@ 8,928 per sq.ft. (All inclusive, Negotiable)","Amrawad Khurd, Bhopal",2 Floors,West,5 to 10 Year Old,"['4 Bed', '2 Wardrobe', '6 Fan', '1 Sofa', '1 Exhaust Fan', '3 Geyser', '9 Light', '2 AC', '2 TV', '1 Curtains', 'No Chimney', 'No Dining Table', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Stove', 'No Washing Machine', 'No Water Purifier']","['Water Storage', 'Park', 'Visitor Parking']",[],"Park/Garden,Main Road",
"10 Bedroom House for sale in Indra Nagar, Bhopal","Indra Nagar, Bhopal",₹40 Lac,"₹3,999 /sqft",Ready To Move,"Planning to buy an individual house in bhopal. Then you should definitely check out this 10 bhk house for sale in indra nagar, a well-Planned and well-Connected locality in bhopal. Containing 10 bedrooms, 4 bathrooms and 2 balconies, this independent house is spread over a super built up area of 1000 sq.Ft. Being a ready to move house, you can expect immediate possession of this 10+ years old property. The nature of ownership of this independent house is freehold. The price of this spacious independent house is 40 lac.","Plot area 1000
(92.9 sq.m.)
Built Up area: 1800 sq.ft. (167.23 sq.m.)  
sq.ft.","10 Bedrooms , 4 Bathrooms, 2 Balconies with Store Room,Servant Room","₹ 40 Lac
@ 3,999 per sq.ft. (Negotiable)","Indra Nagar, Bhopal",3 Floors,East,10+ Year Old,[],"['Water Storage', 'Separate entry for servant room']",[],,
"4 Bedroom House for sale in Neelbad, Bhopal","Neelbad, Bhopal",₹50 Lac,"₹5,000 /sqft",Ready To Move,"This 4 bhk house for sale in neelbad, a well planned locality in bhopal, is ideal for a family that is looking for complete peace of mind. Owing to its key locations, several landmarks like close to school, close to hospital, close to market and close to highway are easily accessible. Containing 4 bedrooms, 5 bathrooms and 1 balcony, this independent house is spread over a super built up area of 1000 sq.Ft. The houses comes with dedicated 1 covered and 1 open parking space(s) where you can easily park your vehicle(s). This 5-10 years old property is available for immediate possession as the house is ready to move. It is a freehold property. The property is available for sale at a competitive price of 50 lac. The independent house provides access to clean water through municipal corporation and borewell/tank supply. This independent house is facing the east direction. The beautifully designed marble flooring enhances the beauty of this independent house.","Plot area 1000
(92.9 sq.m.)  
sq.ft.","4 Bedrooms , 5 Bathrooms, 1 Balcony with Pooja Room","₹ 50 Lac+ Govt Charges & Tax
@ 5,000 per sq.ft. (Negotiable)","Neelbad, Bhopal",2 Floors,East,5 to 10 Year Old,"['1 Fan', '1 Exhaust Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",['Water Storage'],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",Main Road,
"6 Bedroom House for sale in Idgah Hills, Bhopal",Sunrise Colony,₹2.5 Cr,"₹10,416 /sqft",Ready To Move,"East facing,fully furnished,2 car parking space, 6 bedrooms with bathrooms attached,vastu compliant,living room ,dining room.","Plot area 2400
(222.97 sq.m.)
Built Up area: 5200 sq.ft. (483.1 sq.m.)  
sq.ft.","6 Bedrooms , 6 Bathrooms, 1 Balcony with Pooja Room","₹ 2.5 Crore
@ 10,416 per sq.ft. (All inclusive, Negotiable)","Sunrise Colony
Idgah Hills, Bhopal",2 Floors,East,10+ Year Old,"['1 Water Purifier', '4 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '3 Geyser', '1 Stove', '4 AC', '1 TV', '1 Chimney', '1 Curtains', '4 Bed', '4 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave', 'No Modular Kitchen', 'No Light']","['Feng Shui / Vaastu Compliant', 'Water Storage', 'Visitor Parking']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,
"10 Bedroom House for sale in Karond Chouraha, Bhopal","Karond Chouraha, Bhopal",₹2 Cr,"₹5,405 /sqft",Ready To Move,"This property is very close to bhopal first metro station karond 300metres only. A house has been built on 2,800 square feet, and 900 square feet of the plot is still vacant. For water supply, a borewell has been installed in the building. The property also includes 3 shops and a temple within the premises. The building has an east-Facing gate. Unlike typical properties, this space has been thoughtfully designed to create an environment that feels both welcoming and distinctive. Every corner reflects a sense of individuality, with architectural details, natural lighting, and carefully chosen finishes that highlight its personality.","Plot area 3700
(343.74 sq.m.)  
sq.ft.","10 Bedrooms , 8 Bathrooms, 3+ Balconies","₹ 2 Crore
@ 5,405 per sq.ft. (Negotiable)","Karond Chouraha, Bhopal",3 Floors,East,1 to 5 Year Old,[],"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Visitor Parking']",[],Main Road,
"5 Bedroom House for sale in Karond Chouraha, Bhopal","Karond Chouraha, Bhopal",₹1.05 Cr,"₹3,088 /sqft",Ready To Move,"I am looking for buyer to purchase house/villa available for sale in karond chouraha, bhopal. Available at price of rs 1 crores. It has built up area of 3400 sqft. It has 5 bhk, 10 bathroom, 4 balcony.It is a freehold property","Built Up area: 3400
(315.87 sq.m.)  
sq.ft.","5 Bedrooms , 10 Bathrooms, 3+ Balconies","₹ 1.05 Crore
@ 3,088 per sq.ft.","Karond Chouraha, Bhopal",4 Floors,,0 to 1 Year Old,[],[],[],,
6 Bedroom House for sale in 26 janakpuri ayodhya by pass bhopal,"26 janakpuri ayodhya by pass bhopal, Bhopal",₹90 Lac,"₹9,000 /sqft",Ready To Move,1000 sqft house for sale 3 floor Ready to move all facility are available here hospital school dmart best location in bhopal,"Plot area 1000
(92.9 sq.m.)  
sq.ft.","6 Bedrooms , 4 Bathrooms, 1 Balcony","₹ 90 Lac
@ 9,000 per sq.ft. (All inclusive)","26 janakpuri ayodhya by pass bhopal, Bhopal",3 Floors,East,10+ Year Old,[],[],[],,
"1 Bedroom House for sale in Indus Towne, Bhopal",Ishaan Grand Estate,₹49 Lac,"₹4,454 /sqft",Under Construction,Under construction house for sale in as is condition in covered campus colony near fun city adjacent to hoshangabad road,"Plot area 1100
(102.19 sq.m.)
Carpet area: 1100 sq.ft. (102.19 sq.m.)  
sq.ft.","1 Bedroom , 1 Bathroom, No Balcony","₹ 49 Lac
@ 4,454 per sq.ft. (Negotiable)","Ishaan Grand Estate
Indus Towne, Bhopal",1 Floors,East,,[],['Park'],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,Within 3 months
"5 Bedroom House for sale in Rasla Khedi, Bhopal",Mansa Builders Vaidyanath City,₹70 Lac,"₹5,834 /sqft",Ready To Move,"Interested to sell independent house/villa.Placed at rasla khedi.It has spacious 5 bedrooms and 5 bathrooms. .2400.00 sq.Ft.(Builtup area) , 1200.00 sq.Ft.(Plot area) is the area of the propertywant to sell it for rs 7000000.It is a 1-5 years old property construction","Plot area 1200
(111.48 sq.m.)
Built Up area: 2400 sq.ft. (222.97 sq.m.)
Carpet area: 1200 sq.ft. (111.48 sq.m.)  
sq.ft.","5 Bedrooms , 5 Bathrooms, 3+ Balconies with Others","₹ 70 Lac
@ 5,834 per sq.ft. (All inclusive)","Mansa Builders Vaidyanath City
Rasla Khedi, Bhopal",2 Floors,,1 to 5 Year Old,[],[],[],Others,
