pname,society,price_outer,price_per_sqft,possesion,description,Area,Configuration,Price,Address,Total Floors,Facing,Overlooking,Property Age,furnishing,features,ratings,Possession in
"4 Bedroom House for sale in Ayodhya Bypass , Bhopal","Ayodhya Bypass , Bhopal",₹1.5 Cr,"₹12,000 /sqft",Ready To Move,"Looking to buy an independent house in bhopal? Do check out this 4 bhk house inby pass, which is an ideal choice for a family. Containing 4 bedrooms, 4 bathrooms and 2 balconies, this independent house is spread over a super built up area of 1200 sq.Ft. The owner of the house also gets 1 covered and 1 open parking slot(s) to park their car safely. Being a ready to move house, you can expect immediate possession of this 5-10 years old property. The nature of ownership of this independent house is freehold. The price of this spacious independent house is 1.3 crore. The independent house is designed very well and will provide modern facilities such as visitor parking. This independent house has access to clean 24*7 supply of water for its residents.","Plot area 1250
(116.13 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 2 Balconies with Study Room","₹ 1.5 Crore
@ 12,000 per sq.ft. View Price Details","Ayodhya Bypass , Bhopal",2 Floors,,,5 to 10 Year Old,[],"['Private Garden / Terrace', 'Visitor Parking']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"4 Bedroom House for sale in B sector shahpura, Bhopal","B sector shahpura, Bhopal",₹8.5 Cr,"₹21,250 /sqft",Ready To Move,"On the lookout for a spacious house in bhopal? Go for this 4 bhk house for sale in b sector shahpura, a well-Connected locality within bhopal. The house has over super built up area of 4000 sq.Ft. And comes with 4 bedrooms, 4 bathrooms and 3 balconies. The houses comes with dedicated 3 covered and 4 open parking space(s) where you can easily park your vehicle(s). This is a ready to move house, which is 10+ years old. The ownership right of this property is leasehold. This independent house is available at an attractive price of 6 crore.","Plot area 4000
(371.61 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 3 Balconies","₹ 8.5 Crore
@ 21,250 per sq.ft. View Price Details","B sector shahpura, Bhopal",3 Floors,,,10+ Year Old,[],[],[],
"4 Bedroom House for sale in Hoshangabad Road, Bhopal",Agrawal Sagar Pearl Phase 1,₹1.25 Cr,"₹11,061 /sqft",Ready To Move,"Just for selling property available: Semi furnished 4bhk duplex ( Selling price- 1cr 25 lakhs nigotevle price ) and fully furnished well maintained 4bhk duplex/ house ( Selling price : 1 cr 45 lakhs) covered cumpas, gardens faiching, summing pool, clubs house, greatest society near by shani mandir virndavn gardens abinav hotel hoshangabad road bhopal. Only genius parson contact me. Rp property","Plot area 1130
(104.98 sq.m.)
Built Up area: 2400 sq.ft. (222.97 sq.m.)
Carpet area: 1200 sq.ft. (111.48 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 3 Balconies with Study Room,Pooja Room,Others","₹ 1.25 Crore
@ 11,061 per sq.ft. (Negotiable) View Price Details","Agrawal Sagar Pearl Phase 1
Hoshangabad Road, Bhopal",2 Floors,East,"Pool,Club,Park/Garden,Main Road,Sea facing,Others",1 to 5 Year Old,"['3 Wardrobe', '4 Fan', '1 Exhaust Fan', '7 Light', '1 Chimney', '1 Modular Kitchen', '1 Curtains', 'No AC', 'No Bed', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Park', 'Visitor Parking', 'Natural Light', 'Fitness Centre / GYM', 'Club house / Community Center']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"4 Bedroom House for sale in Trilanga, Bhopal","Trilanga, Bhopal",₹1.2 Cr,"₹12,000 /sqft",Ready To Move,Fully furnished 4bhk in center of bhopal.Good for small family.This property is near to the market and in covered campus.Good for investment purpose as u can earn good rental income from this property.,"Plot area 1000
(92.9 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 2 Balconies with Pooja Room","₹ 1.2 Crore
@ 12,000 per sq.ft. (Negotiable) View Price Details","Trilanga, Bhopal",2 Floors,West,,5 to 10 Year Old,"['6 Fan', '1 Exhaust Fan', '1 Dining Table', '2 Geyser', '4 Light', '1 Chimney', '1 Modular Kitchen', '2 AC', '1 Curtains', '9 Wardrobe', '4 Bed', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Water Storage', 'Visitor Parking']",[],
"4 Bedroom House for sale in Raja Bhoj Airport Area, Bhopal","Raja Bhoj Airport Area, Bhopal",₹75 Lac,"₹7,614 /sqft",Ready To Move,"This 4 bhk house for sale in raja bhoj airport area is an ideal abode for a family. Even better, it is situated in one of the prominent localities of bhopal. The house has over super built up area of 985 sq.Ft. And comes with 4 bedrooms, 4 bathrooms and 2 balconies. Your vehicle(s) can be easily parked as this house comes with 1 covered and 1 open parking. This 1-5 years old property is available for immediate possession as the house is ready to move. It is a freehold property. This independent house is available at an attractive price of 75 lac. Many of the modern amenities being offered, like park, will provide a pleasant living experience for you. The house provides continuous water supply from municipal corporation and borewell/tank. This is a east-Facing property. The house comes well built with marble flooring options.","Plot area 985
(91.51 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 2 Balconies","₹ 75 Lac
@ 7,614 per sq.ft. (Negotiable) View Price Details","Raja Bhoj Airport Area, Bhopal",2 Floors,East,Park/Garden,1 to 5 Year Old,[],['Park'],[],
"4 Bedroom House for sale in BHEL Sangam Colony, Bhopal","BHEL Sangam Colony, Bhopal",₹1.35 Cr,"₹13,500 /sqft",Ready To Move,"Bhel sangam colony is one of bhopal's most sought after destination for residential houses and this 4 bhk house in bhel sangam colony is your opportunity to be a part of this community. Constructed on a super built up area of 1000 sq.Ft., this house comprises 4 bedrooms, 4 bathrooms and 2 balconies. The houses comes with dedicated 1 covered and 1 open parking space(s) where you can easily park your vehicle(s). Being a ready to move house, you can expect immediate possession of this 5-10 years old property. The nature of ownership of this independent house is freehold. This independent house is available at an attractive price of 1.35 crore. The house provides a continuous supply of water for its residents. This is a east-Facing property. The house comes well built with marble flooring options.","Plot area 1000
(92.9 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 2 Balconies","₹ 1.35 Crore
@ 13,500 per sq.ft. (Negotiable) View Price Details","BHEL Sangam Colony, Bhopal",2 Floors,East,Main Road,5 to 10 Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"3 Bedroom House for sale in Chuna Bhatti, Bhopal",Globus Fab City,₹3.25 Cr,"₹19,230 /sqft",Ready To Move,"This 3 bhk house for sale in chuna bhatti, a well planned locality in bhopal, is ideal for a family that is looking for complete peace of mind. This house occupies a super built up area of 1690 sq.Ft. And contains 3 bedrooms, 3 bathrooms and 2 balconies. The owner of the house also gets 2 covered and 2 open parking slot(s) to park their car safely. This 1-5 years old property is available for immediate possession as the house is ready to move. It is a freehold property. This independent house is available at an attractive price of 3.25 crore. The house will offer a modern lifestyle as it is presented with many of the amenities such as park. This independent house is well equipped to meet all your water needs through access to borewell/tank supply. This property faces the west direction.","Plot area 1690
(157.01 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 2 Balconies","₹ 3.25 Crore
@ 19,230 per sq.ft. (Negotiable) View Price Details","Globus Fab City
Chuna Bhatti, Bhopal",2 Floors,West,"Park/Garden,Main Road",1 to 5 Year Old,"['1 Water Purifier', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '1 Geyser', '1 Stove', '1 Light', '1 AC', '1 TV', '1 Curtains', '1 Chimney', '1 Modular Kitchen', '1 Bed', '2 Wardrobe', '1 Sofa', '1 Microwave', '1 Washing Machine', 'No Fan']",['Park'],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"3 Bedroom House for sale in Katara Hills, Bhopal",Asnani Pebble Bay Phase 2,₹1 Cr,"₹8,733 /sqft",Ready To Move,"Are you planning to buy your dream home? You can consider this well-Built 3 bhk house for sale in katara hills, bhopal and make it your new address. Containing 3 bedrooms, 3 bathrooms and 2 balconies, this independent house is spread over a super built up area of 1145 sq.Ft. Your vehicle(s) can be easily parked as this house comes with 1 covered and 1 open parking. Another added advantage of this 5-10 years old house is that it is available for immediate possession. The type of ownership of this property is freehold. By paying just 1 crore, you can become the proud owner of this independent house. You can enjoy additional wellness features and amenities such as maintenance staff and visitor parking, that are part of this housing locality. The independent house provides access to clean water through municipal corporation and borewell/tank supply. This independent house is facing the north direction. The beautifully designed marble flooring enhances the beauty of this independent house.","Plot area 1145
(106.37 sq.m.)
Built Up area: 2000 sq.ft. (185.81 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 2 Balconies with Pooja Room","₹ 1 Crore
@ 8,733 per sq.ft. (Negotiable) View Price Details","Asnani Pebble Bay Phase 2
Katara Hills, Bhopal",2 Floors,North,"Pool,Park/Garden",5 to 10 Year Old,[],"['Maintenance Staff', 'Visitor Parking']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"4 Bedroom House for sale in Vidya Nagar, Bhopal","Vidya Nagar, Bhopal",₹1.75 Cr,"₹12,052 /sqft",Ready To Move,"Wishing to settle down in an individual house with your family? This well-Built and spacious 4 bhk house for sale in vidya nagar hoshangabad road, bhopal seems to be an ideal choice for a peaceful abode for a family. The house has over super built up area of 1452 sq.Ft. And comes with 4 bedrooms, 4 bathrooms and 3 balconies. This 4 bhk house comes attached with 2 covered and 2 open parking for your vehicle(s). This is a ready to move house, which is 1-5 years old. The ownership right of this property is leasehold. This spacious house can be all yours at an attractive price of 1.75 crore. This independent house is well equipped to meet all your water needs through access to borewell/tank supply. This property faces the east direction.","Plot area 1452
(134.9 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 3 Balconies","₹ 1.75 Crore
@ 12,052 per sq.ft. (Negotiable) View Price Details","Vidya Nagar, Bhopal",3 Floors,East,"Park/Garden,Main Road",1 to 5 Year Old,[],[],[],
"2 Bedroom House for sale in Lambakheda, Bhopal","Lambakheda, Bhopal",₹18 Lac,"₹3,000 /sqft",Under Construction,Location lambakheda balaji puram colony me 600 sq ft conar makan sell karna hai 1 manth me complete karke denge,"Plot area 600
(55.74 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 1 Balcony with Study Room,Others,Servant Room,Pooja Room","₹ 18 Lac
@ 3,000 per sq.ft. (Negotiable)","Lambakheda, Bhopal",1 Floors,East,"Others,Sea facing",Under Construction,"['1 Wardrobe', '1 Bed', '1 Fan', '1 Sofa', '1 Light', '1 TV', '1 AC', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Stove', 'No Washing Machine', 'No Water Purifier']",['Water Storage'],[],
"3 Bedroom House for sale in Barkhera Pathani, Bhopal","Barkhera Pathani, Bhopal",₹1.05 Cr,"₹10,294 /sqft",Ready To Move,"Do you wish to buy an independent house in soumya marvella , bhopal. This 3 bhk house looks like an ideal choice for somebody looking for peace of mind. This residential property boasts proximity to key landmarks like close to market, close to school, close to hospital and close to railway station. Containing 3 bedrooms, 3 bathrooms and 2 balconies, this independent house is spread over a super built up area of 1020 sq.Ft. This 3 bhk house comes attached with 1 covered and 1 open parking for your vehicle(s). Another added advantage of this 0-1 year old house is that it is available for immediate possession. The type of ownership of this property is freehold. This spacious house can be all yours at an attractive price of 1.05 crore. The independent house is designed very well and will provide modern facilities such as maintenance staff, visitor parking and park. This independent house has access to clean 24*7 supply of water for its residents. This residential house is north-Facing direction. The well built vitrified flooring enhances the aesthetic appeal of this independent house. The vitrified flooring of this independent house is beautifully designed and helps to give it a pleasing look.","Plot area 1020
(94.76 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 2 Balconies","₹ 1.05 Crore
@ 10,294 per sq.ft. (Negotiable) View Price Details","Barkhera Pathani, Bhopal",2 Floors,North,"Club,Park/Garden",0 to 1 Year Old,"['2 Wardrobe', '4 Fan', '1 Exhaust Fan', '4 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",[],
"4 Bedroom House for sale in Rachna Nagar, Bhopal","Rachna Nagar, Bhopal",₹2.25 Cr,"₹12,500 /sqft",Ready To Move,"Rachna nagar is one of bhopal's most sought after destination for residential houses and this 4 bhk house in rachna nagar is your opportunity to be a part of this community. The property's proximity to landmarks like close to market, close to school, close to metro station and close to hospital makes it ideal property for families. This house occupies a super built up area of 1800 sq.Ft. And contains 4 bedrooms, 4 bathrooms and 2 balconies. The owner of the house also gets 1 covered and 1 open parking slot(s) to park their car safely. This is a ready to move house, which is 5-10 years old. The ownership right of this property is freehold. By paying just 2.25 crore, you can become the proud owner of this independent house. Many of the modern amenities being offered, like park and visitor parking, will provide a pleasant living experience for you. The house provides a continuous supply of water for its residents. This is a west-Facing property. The house comes well built with vitrified flooring options.","Plot area 1800
(167.23 sq.m.)
Built Up area: 3400 sq.ft. (315.87 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 2 Balconies","₹ 2.25 Crore
@ 12,500 per sq.ft. (Negotiable) View Price Details","Rachna Nagar, Bhopal",2 Floors,West,Main Road,5 to 10 Year Old,"['2 Wardrobe', '5 Fan', '1 Exhaust Fan', '5 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Park', 'Visitor Parking']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"1 Bedroom House for sale in Bagli, Bhopal",JD Kasturi Vihar,₹30 Lac,"₹5,859 /sqft",Ready To Move,"For sale 1 bhk house 512 sqft plot area in jdn kasturi vihar, bagmugaliya, bhopal Price - 30,00,000/- Lakh (Vikrant)","Plot area 512
(47.57 sq.m.)  
sq.ft.","1 Bedroom , 1 Bathroom, 1 Balcony","₹ 30 Lac
@ 5,859 per sq.ft. View Price Details","JD Kasturi Vihar
Bagli, Bhopal",1 Floors,,Park/Garden,1 to 5 Year Old,"['1 Wardrobe', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Water Storage', 'Park', 'Visitor Parking']",[],
"4 Bedroom House for sale in Trilanga, Bhopal","Trilanga, Bhopal",₹1.4 Cr,"₹7,000 /sqft",Ready To Move,"Property description:- Property services want to sell a covered campus duplex at fortune pride , trilanga , bhopal:- Following details: - Price: - 1.40 cr. Plot size: - 2000 sq.Ft. Accommodation: - 4 bhk Toilet 4 (2 attached to bedroom) Main gate - East-Facing Furnishing status -Un-Furnished Feature covered campus Location fortune pride Landmark near aura mall Locality trilanga Property code -161 Note: For more properties you can see our whatsapp catalogue","Plot area 2000
(185.81 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 1 Balcony","₹ 1.4 Crore
@ 7,000 per sq.ft. View Price Details","Trilanga, Bhopal",2 Floors,East,,10+ Year Old,"['1 Wardrobe', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",[],[],
"4 Bedroom House for sale in Kolar Road, Bhopal",Danish Hills View,₹2.3 Cr,"₹18,400 /sqft",Ready To Move,Best duplex in danish hills kolar bhopal,"Plot area 1250
(116.13 sq.m.)
Built Up area: 4100 sq.ft. (380.9 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 2 Balconies with Store Room","₹ 2.3 Crore
@ 18,400 per sq.ft. View Price Details","Danish Hills View
Kolar Road, Bhopal",3 Floors,,"Pool,Others,Park/Garden,Club,Main Road",0 to 1 Year Old,"['1 Water Purifier', '6 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '3 Geyser', '1 Stove', '21 Light', '5 AC', '3 TV', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '4 Bed', '4 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"3 Bedroom House for sale in Awadhpuri, Bhopal","Awadhpuri, Bhopal",₹68 Lac,"₹7,555 /sqft",Ready To Move,"Near canara bank , near school, near highway, near hospital, near temple, near market","Plot area 900
(83.61 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 2 Balconies with Study Room,Pooja Room","₹ 68 Lac
@ 7,555 per sq.ft. View Price Details","Awadhpuri, Bhopal",2 Floors,East,Park/Garden,1 to 5 Year Old,"['1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Park', 'Visitor Parking']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"5 Bedroom House for sale in Bharati Niketan, Bhopal","Bharati Niketan, Bhopal",₹1.5 Cr,"₹10,000 /sqft",Ready To Move,"Near mp nagar, near market, near hospital, near school","Plot area 1500
(139.35 sq.m.)  
sq.ft.","5 Bedrooms , 4 Bathrooms, 2 Balconies","₹ 1.5 Crore
@ 10,000 per sq.ft. View Price Details","Bharati Niketan, Bhopal",2 Floors,East,Park/Garden,10+ Year Old,[],"['Park', 'Visitor Parking']",[],
"5 Bedroom House for sale in Ayodhya Bypass , Bhopal",Raj Minal Residency,₹2.09 Cr,"₹7,013 /sqft",Ready To Move,"East facing, independent house , commercial location,close to metra rail station,(Proposed) excellent rental value,","Plot area 1860
(172.8 sq.m.)
Built Up area: 3690 sq.ft. (342.81 sq.m.)
Carpet area: 2980 sq.ft. (276.85 sq.m.)  
sq.ft.","5 Bedrooms , 4 Bathrooms, 3 Balconies with Pooja Room,Study Room,Servant Room,Others","₹ 2.09 Crore
@ 7,013 per sq.ft. (Negotiable) View Price Details","Raj Minal Residency
Ayodhya Bypass , Bhopal",3 Floors,East,Main Road,10+ Year Old,"['1 Bed', '1 Water Purifier', '5 Fan', '1 Exhaust Fan', '1 Geyser', '4 Light', '1 Curtains', 'No AC', 'No Chimney', 'No Dining Table', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Visitor Parking', 'Park', 'Natural Light', 'Airy Rooms', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"6 Bedroom House for sale in E 5 Arera colony, Bhopal","E 5 Arera colony, Bhopal",₹5.15 Cr,"₹21,458 /sqft",Ready To Move,Key highlights:,"Plot area 2400
(222.97 sq.m.)
Built Up area: 3500 sq.ft. (325.16 sq.m.)  
sq.ft.","6 Bedrooms , 5 Bathrooms, 2 Balconies","₹ 5.15 Crore
@ 21,458 per sq.ft. View Price Details","E 5 Arera colony, Bhopal",2 Floors,North,,10+ Year Old,[],"['Feng Shui / Vaastu Compliant', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal']",[],
"4 Bedroom House for sale in Karamveer Nagar, Bhopal","Karamveer Nagar, Bhopal",₹1.55 Cr,"₹10,333 /sqft",Ready To Move,"Cctv camera, geyser, doorwell camera , main road distance 50 m , wardrobe, modular kitchen","Plot area 1500
(139.35 sq.m.)  
sq.ft.","4 Bedrooms , 3 Bathrooms, 1 Balcony with Pooja Room,Study Room","₹ 1.55 Crore
@ 10,333 per sq.ft. View Price Details","Karamveer Nagar, Bhopal",2 Floors,East,,5 to 10 Year Old,"['1 Wardrobe', '1 Fan', '1 Geyser', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",['Visitor Parking'],[],
"4 Bedroom House for sale in Shirdipuram, Bhopal","Shirdipuram, Bhopal",₹1.2 Cr,"₹10,454 /sqft",Ready To Move,"Are you planning to buy your dream home? You can consider this well-Built 4 bhk house for sale in singapur vills j k hospital, bhopal and make it your new address. Another plus point for the house is that it is situated near close to metro station, close to school, close to market and close to hospital. The floor plan additionally contains 4 bedrooms, 4 bathrooms and 2 balconies. All in all, the independent house is spread over a super built up area of 1100 sq.Ft. There is 1 covered & 1 open parking available with this house. Another added advantage of this 0-1 year old house is that it is available for immediate possession. The type of ownership of this property is freehold. The price of this spacious independent house is 1.15 crore. All the modern amenities such as maintenance staff, visitor parking, park, fitness centre / gym and swimming pool will make life easier for you. Borewell/tank provides a regular supply of water to this residential house. The residential house is east-Facing. The floor of this independent house is beautifully designed using marble flooring, giving it an alluring look.","Plot area 1100
(102.19 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 2 Balconies","₹ 1.2 Crore
@ 10,454 per sq.ft. View Price Details","Shirdipuram, Bhopal",2 Floors,East,Park/Garden,0 to 1 Year Old,[],"['Private Garden / Terrace', 'Maintenance Staff', 'Swimming Pool', 'Separate entry for servant room', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Waste Disposal']",[],
"3 Bedroom House for sale in Ahmedpur Kalan, Bhopal","Ahmedpur Kalan, Bhopal",₹55 Lac,"₹9,166 /sqft",Ready To Move,House for sale ground floor first floor second floor each floor have 1bhk plot size 600 {20/30} sqft,"Plot area 600
(55.74 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 2 Balconies","₹ 55 Lac
@ 9,166 per sq.ft. View Price Details","Ahmedpur Kalan, Bhopal",3 Floors,North,,5 to 10 Year Old,"['1 Wardrobe', '4 Fan', '5 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",[],[],
"3 Bedroom House for sale in B sector shahpura, Bhopal","B sector shahpura, Bhopal",₹2.9 Cr,"₹12,083 /sqft",Ready To Move,"This proparty is very prime locations in b sectoer shahpura Corner house but, dismental house","Plot area 2400
(222.97 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 3 Balconies","₹ 2.9 Crore
@ 12,083 per sq.ft. View Price Details","B sector shahpura, Bhopal",2 Floors,,,10+ Year Old,[],[],[],
"4 Bedroom House for sale in Arera Colony, Bhopal","Arera Colony, Bhopal",₹7.5 Cr,"₹25,000 /sqft",Ready To Move,This proparty is very good locations near by main city,"Plot area 3000
(278.71 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 3 Balconies with Servant Room,Store Room","₹ 7.5 Crore
@ 25,000 per sq.ft. View Price Details","Arera Colony, Bhopal",3 Floors,,,10+ Year Old,[],"['Maintenance Staff', 'Park', 'Visitor Parking']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"4 Bedroom House for sale in Chuna Bhatti, Bhopal","Chuna Bhatti, Bhopal",₹1.5 Cr,"₹8,333 /sqft",Ready To Move,This property is situated at very prime loacations of chunabhatti near main road property is.Locality is high profile.,"Plot area 1500
(139.35 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 3 Balconies","₹ 1.5 Crore
@ 8,333 per sq.ft. View Price Details","Chuna Bhatti, Bhopal",2 Floors,,,10+ Year Old,"['1 Fan', '2 Light', '1 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"5 Bedroom House for sale in E 5 Arera colony, Bhopal","E 5 Arera colony, Bhopal",₹6 Cr,"₹25,000 /sqft",Ready To Move,Independet house for sale at e-5 arera colony bhopal. 2400 sq.Ft plot area and 4000 sq.Ft builtup Prime location,"Plot area 2400
(222.97 sq.m.)
Built Up area: 4000 sq.ft. (371.61 sq.m.)
Carpet area: 3500 sq.ft. (325.16 sq.m.)  
sq.ft.","5 Bedrooms , 7 Bathrooms, 3 Balconies with Pooja Room,Study Room,Others","₹ 6 Crore
@ 25,000 per sq.ft. (Negotiable) View Price Details","E 5 Arera colony, Bhopal",2 Floors,North,,10+ Year Old,"['9 Fan', '13 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Water Storage', 'Visitor Parking', 'Rain Water Harvesting']",[],
"3 Bedroom House for sale in Katara Hills, Bhopal",Fast Track Heavens Life,₹90 Lac,"₹5,625 /sqft",Ready To Move,Duplex on 1100 sqft east phasing and garden in front,"Plot area 1100
(102.19 sq.m.)
Built Up area: 1800 sq.ft. (167.23 sq.m.)
Carpet area: 1600 sq.ft. (148.64 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 1 Balcony","₹ 90 Lac+ Govt Charges & Tax
@ 5,625 per sq.ft.","Fast Track Heavens Life
Katara Hills, Bhopal",2 Floors,East,Park/Garden,1 to 5 Year Old,"['8 Fan', '6 Light', '10 Curtains', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
2 Bedroom House for sale in Chola rod bhopal,"Chola rod bhopal, Bhopal",₹12 Lac,"₹60,000 /sqft",Ready To Move,"I have a house/villa available for sale in chola rod bhopal, madhya pradesh others. Available at price of rs 12 lacs. It has plot area of 20 sq ft. It has 2 bhk, 2 bathroom, 1 balcony.It is a freehold property","Plot area 20
(1.86 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 1 Balcony","₹ 12 Lac
@ 60,000 per sq.ft.","Chola rod bhopal, Bhopal",1 Floors,,,1 to 5 Year Old,[],[],[],
