pname,society,price_outer,price_per_sqft,possesion,description,Area,Configuration,Price,Address,Total Floors,Property Age,furnishing,features,ratings,Facing,Overlooking,Possession in
"1 Bedroom House for sale in Ahinsa Vihar Colony, Bhopal",housing board,₹20 Lac,"₹4,545 /sqft",Ready To Move,Ews 202 part 2 house for sale near devmata hospital narela jod square ayodhya nagar bhopal south facing location only 500 mtrs from main road ayodhya nagar,"Plot area 440
(40.88 sq.m.)
Built Up area: 450 sq.ft. (41.81 sq.m.)
Carpet area: 440 sq.ft. (40.88 sq.m.)  
sq.ft.","1 Bedroom , 1 Bathroom, No Balcony","₹ 20 Lac
@ 4,545 per sq.ft. (All inclusive, Negotiable)","housing board
Ahinsa Vihar Colony, Bhopal",0 Floors,5 to 10 Year Old,[],"['Park', 'Waste Disposal', 'Rain Water Harvesting']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",South,Others,
"3 Bedroom House for sale in Ashoka Garden, Bhopal",Vardhman Green Park,₹1.1 Cr,"₹7,054 /sqft",Ready To Move,"Right in heart of city and peace of covered campus, security, etc.","Plot area 1417.5
(131.69 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, No Balcony","₹ 1.1 Crore+ Govt Charges & Tax
@ 7,054 per sq.ft.","Vardhman Green Park
Ashoka Garden, Bhopal",1 Floors,5 to 10 Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,
"4 Bedroom House for sale in Misrod, Bhopal",Globus Coral Woods,₹1.6 Cr,"₹16,326 /sqft",Under Construction,Best duplex in coral woods hoshangabad road bhopal,"Plot area 980
(91.04 sq.m.)
Built Up area: 2600 sq.ft. (241.55 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 2 Balconies with Pooja Room","₹ 1.6 Crore
@ 16,326 per sq.ft. View Price Details","Globus Coral Woods
Misrod, Bhopal",3 Floors,,"['4 Fan', '5 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",East,"Pool,Park/Garden,Club",Dec 2027    View Construction Status
"5 Bedroom House for sale in Chuna Bhatti, Bhopal","Chuna Bhatti, Bhopal",₹3.25 Cr,"₹16,666 /sqft",Under Construction,"House/villa available on sell in chunna bhhati , bhopal. Coverd compus contact us for price details.Comarcial use locations","Plot area 1800
(167.23 sq.m.)
Built Up area: 4200 sq.ft. (390.19 sq.m.)  
sq.ft.","5 Bedrooms , 5 Bathrooms, 3 Balconies with Study Room,Servant Room,Store Room","₹ 3.25 Crore+ Govt Charges & Tax
@ 16,666 per sq.ft. View Price Details","Chuna Bhatti, Bhopal",2 Floors,,"['2 Bed', '3 Wardrobe', '1 Fan', '1 Geyser', '1 Light', '1 AC', '1 Modular Kitchen', '1 Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,Dec 2025
"5 Bedroom House for sale in Danish Kunj, Bhopal",kolar,₹3 Cr,"₹14,285 /sqft",Ready To Move,"Are you planning to buy your dream home? You can consider this well-Built 5 bhk house for sale in danish kunj kolar road, bhopal and make it your new address. This house occupies a super built up area of 2100 sq.Ft. And contains 5 bedrooms, 5 bathrooms and more than 3 balconies. There are 2 covered & 1 open parking available with this house. This is a ready to move house, which is 10 years old. The ownership right of this property is freehold. This independent house is available at an attractive price of 1.9 crore.","Plot area 2100
(195.1 sq.m.)  
sq.ft.","5 Bedrooms , 5 Bathrooms, 3+ Balconies with Servant Room,Store Room","₹ 3 Crore
@ 14,285 per sq.ft. (Negotiable) View Price Details","kolar
Danish Kunj, Bhopal",2 Floors,1 to 5 Year Old,"['2 Bed', '5 Wardrobe', '1 Light', 'No AC', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,
"3 Bedroom House for sale in B sector shahpura, Bhopal","B sector shahpura, Bhopal",₹2.9 Cr,"₹12,083 /sqft",Ready To Move,"This proparty is very prime locations in b sectoer shahpura Corner house but, dismental house","Plot area 2400
(222.97 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 3 Balconies","₹ 2.9 Crore
@ 12,083 per sq.ft. View Price Details","B sector shahpura, Bhopal",2 Floors,10+ Year Old,[],[],[],,,
"4 Bedroom House for sale in Hoshangabad Road, Bhopal","Hoshangabad Road, Bhopal",₹1.6 Cr,"₹10,666 /sqft",Ready To Move,"Wishing to settle down in an individual house with your family? This well-Built and spacious 4 bhk house for sale in hosangabad road road, bhopal seems to be an ideal choice for a peaceful abode for a family. The floor plan additionally contains 4 bedrooms, 4 bathrooms and 3 balconies. All in all, the independent house is spread over a super built up area of 1500 sq.Ft. The owner of the house also gets 2 covered and 2 open parking slot(s) to park their car safely. This 5-10 years old property is available for immediate possession as the house is ready to move. It is a freehold property. This spacious house can be all yours at an attractive price of 1.25 crore.","Plot area 1500
(139.35 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 3 Balconies with Pooja Room","₹ 1.6 Crore
@ 10,666 per sq.ft. View Price Details","Hoshangabad Road, Bhopal",2 Floors,5 to 10 Year Old,"['1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,
"4 Bedroom House for sale in Arera Colony, Bhopal","Arera Colony, Bhopal",₹7.5 Cr,"₹25,000 /sqft",Ready To Move,This proparty is very good locations near by main city,"Plot area 3000
(278.71 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 3 Balconies with Servant Room,Store Room","₹ 7.5 Crore
@ 25,000 per sq.ft. View Price Details","Arera Colony, Bhopal",3 Floors,10+ Year Old,[],"['Maintenance Staff', 'Park', 'Visitor Parking']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,
"4 Bedroom House for sale in Chuna Bhatti, Bhopal","Chuna Bhatti, Bhopal",₹1.5 Cr,"₹8,333 /sqft",Ready To Move,This property is situated at very prime loacations of chunabhatti near main road property is.Locality is high profile.,"Plot area 1500
(139.35 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 3 Balconies","₹ 1.5 Crore
@ 8,333 per sq.ft. View Price Details","Chuna Bhatti, Bhopal",2 Floors,10+ Year Old,"['1 Fan', '2 Light', '1 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,
"5 Bedroom House for sale in Jatkhedi, Bhopal",Mahendra Greenwoods,₹1.4 Cr,"₹6,666 /sqft",Ready To Move,"House/villa available on sell in mahindra geen wood cover compus, bhopal. Contact us for price details.","Plot area 1700
(157.94 sq.m.)
Built Up area: 4200 sq.ft. (390.19 sq.m.)
Carpet area: 4000 sq.ft. (371.61 sq.m.)  
sq.ft.","5 Bedrooms , 4 Bathrooms, 3+ Balconies with Pooja Room,Study Room,Servant Room,Others","₹ 1.4 Crore
@ 6,666 per sq.ft. (Negotiable) View Price Details","Mahendra Greenwoods
Jatkhedi, Bhopal",2 Floors,1 to 5 Year Old    View Construction Status,[],"['Maintenance Staff', 'Park', 'Piped-gas', 'Security Personnel']",[],,,
"4 Bedroom House for sale in 9B Saket Nagar, Bhopal","9B Saket Nagar, Bhopal",₹2.5 Cr,"₹10,416 /sqft",Ready To Move,Near aiims near metro station near sps good for hostel or back office,"Plot area 2400
(222.97 sq.m.)  
sq.ft.","4 Bedrooms , 3 Bathrooms, No Balcony","₹ 2.5 Crore
@ 10,416 per sq.ft.","9B Saket Nagar, Bhopal",1 Floors,10+ Year Old,[],[],[],,,
"2 Bedroom House for sale in Indrapuri, Bhopal",Manglam Group Gokul Residency,₹86 Lac,"₹7,166 /sqft",Ready To Move,"Looking for buyer to purchase our house/villa available for sale in katara hills, bhopal. Available at price of rs 86 lacs. It has plot area of 1200 sq ft. It has 2 bhk, 3 bathroom, balcony.It is a freehold property","Plot area 1200
(111.48 sq.m.)  
sq.ft.","2 Bedrooms , 3 Bathrooms, No Balcony","₹ 86 Lac
@ 7,166 per sq.ft.","Manglam Group Gokul Residency
Indrapuri, Bhopal",1 Floors,1 to 5 Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,
"5 Bedroom House for sale in Arera Colony, Bhopal",Lala Lajpat Rai Society,₹2.25 Cr,"₹16,000 /sqft",Ready To Move,"Looking for buyer to purchase our house/villa available for sale in punjabi bagh, bhopal. Available at price of rs 2.25 crores. It has plot area of 1406.25 sq ft. It has 5 bhk, 6 bathroom, 4 balcony.It is a freehold property","Plot area 1406.25
(130.64 sq.m.)  
sq.ft.","5 Bedrooms , 6 Bathrooms, 3+ Balconies","₹ 2.25 Crore
@ 16,000 per sq.ft.","Lala Lajpat Rai Society
Arera Colony, Bhopal",3 Floors,5 to 10 Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,
"2 Bedroom House for sale in Kolar Road, Bhopal",Sarvadharm Colony,₹32 Lac,"₹6,986 /sqft",Ready To Move,"We are proud owners of house/villa available for sale in camp, bhopal. Available at price of rs 32 lacs. It has plot area of 458 sq ft. It has 2 bhk, 1 bathroom, 1 balcony.It is a freehold property","Plot area 458
(42.55 sq.m.)  
sq.ft.","2 Bedrooms , 1 Bathroom, 1 Balcony","₹ 32 Lac
@ 6,986 per sq.ft.","Sarvadharm Colony
Kolar Road, Bhopal",2 Floors,5 to 10 Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,
"4 Bedroom House for sale in Katara Hills, Bhopal",Fast Track Heavens Life,₹1.25 Cr,"₹5,830 /sqft",Ready To Move,East facing spacious 4bhk duplex construction on 1500 sq.Ft.,"Plot area 2144
(199.18 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 1 Balcony with Others","₹ 1.25 Crore
@ 5,830 per sq.ft. (Negotiable)","Fast Track Heavens Life
Katara Hills, Bhopal",2 Floors,5 to 10 Year Old,[],"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Park']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",East,Park/Garden,
"4 Bedroom House for sale in Navi Bagh, Bhopal",Geet Greens,₹1.02 Cr,"₹7,005 /sqft",Ready To Move,"04 bhk duplex , west facing, 3 attach lat bath, one store room, underground water tank 3500 ltr , 1456 sq.Ft. Built up area, covered campus","Built Up area: 1456
(135.27 sq.m.)  
sq.ft.","4 Bedrooms , 3 Bathrooms, 1 Balcony with Pooja Room","₹ 1.02 Crore
@ 7,005 per sq.ft.","Geet Greens
Navi Bagh, Bhopal",2 Floors,1 to 5 Year Old,"['1 Fan', '1 Light', '1 TV', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",['Water Storage'],[],,,
"3 Bedroom House for sale in Awadhpuri, Bhopal","Awadhpuri, Bhopal",₹70 Lac,"₹8,750 /sqft",Ready To Move,"Planning to buy an individual house in bhopal. Then you should definitely check out this 3 bhk house for sale in awadhpuri, a well-Planned and well-Connected locality in bhopal. Containing 3 bedrooms, 3 bathrooms and 2 balconies, this independent house is spread over a super built up area of 800 sq.Ft. The owner of the house also gets 1 covered and 1 open parking slot(s) to park their car safely. Being a ready to move house, you can expect immediate possession of this 1-5 years old property. The nature of ownership of this independent house is freehold. The price of this spacious independent house is 70 lac. The house will offer a modern lifestyle as it is presented with many of the amenities such as maintenance staff, visitor parking and park. The residents of this house enjoy a 24*7 access to clean water. This property faces the east direction.","Plot area 800
(74.32 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 2 Balconies","₹ 70 Lac+ Govt Charges & Tax
@ 8,750 per sq.ft. (Negotiable) View Price Details","Awadhpuri, Bhopal",2 Floors,1 to 5 Year Old,"['5 Fan', '5 Light', '1 Curtains', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",East,"Park/Garden,Main Road,Others",
"3 Bedroom House for sale in New Minal Residency, Bhopal",B Type Duplex,₹1.1 Cr,"₹8,730 /sqft",Ready To Move,"B type duplex for resale Duplex :3 bhk Plot :1260 sqft Build up : 1650 sqft two floor Facing : East Construction :2007 Demand : 1.1 cr Brokerage : 1 Address : B type, new minal residency, bhopal","Plot area 1260
(117.06 sq.m.)
Built Up area: 1650 sq.ft. (153.29 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 1 Balcony with Others","₹ 1.1 Crore+ Govt Charges & Tax
@ 8,730 per sq.ft. (Negotiable) View Price Details","B Type Duplex
New Minal Residency, Bhopal",2 Floors,10+ Year Old,"['1 Water Purifier', '6 Fan', '1 Exhaust Fan', '17 Light', '1 AC', '1 Modular Kitchen', '1 Curtains', 'No Bed', 'No Chimney', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Centrally Air Conditioned', 'High Ceiling Height', 'Maintenance Staff', 'No open drainage around', 'Visitor Parking', 'Park', 'Security Personnel', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",East,Others,
"3 Bedroom House for sale in Awadhpuri, Bhopal",Draupadi Shivlok Phase 5,₹58 Lac,"₹7,250 /sqft",Ready To Move,"Check out this 3 bhk house for sale in awadhpuri, a popular residential locality that contains many of the in-Demand properties in bhopal. This house occupies a super built up area of 800 sq.Ft. And contains 3 bedrooms, 3 bathrooms and 2 balconies. The houses comes with dedicated 1 covered and 1 open parking space(s) where you can easily park your vehicle(s). As the property is already ready to move, so you can easily move into this 5-10 years old house. This house is owned under freehold contract. The price of this spacious independent house is 58 lac. You can enjoy additional wellness features and amenities such as visitor parking, park and maintenance staff, that are part of this housing locality. You enjoy a 24*7 water supply in your house. This independent house is facing the east direction. The beautifully designed vitrified flooring enhances the beauty of this independent house.","Plot area 800
(74.32 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 2 Balconies with Others","₹ 58 Lac+ Govt Charges & Tax
@ 7,250 per sq.ft. (Negotiable) View Price Details","Draupadi Shivlok Phase 5
Awadhpuri, Bhopal",2 Floors,5 to 10 Year Old,"['4 Fan', '5 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",East,"Park/Garden,Main Road,Others",
"4 Bedroom House for sale in Hoshangabad Road, Bhopal",Radhe Krishna residency,₹72 Lac,"₹4,363 /sqft",Under Construction,"Are you planning to buy your dream home? You can consider this well-Built 4 bhk duplex for sale in hoshangabad road, bhopal and make it your new address. The floor plan additionally contains 4 bedrooms, 3 bathrooms and 2 balconies. All in all, the independent house is spread over a built up area of 1650 sq.Ft. This villa is currently under construction stage and you can expect to get the possession of the property within 6 months. This house is owned under freehold contract. The property is available for sale at a competitive price of 72 lac.","Plot area 1000
(92.9 sq.m.)
Built Up area: 1650 sq.ft. (153.29 sq.m.)  
sq.ft.","4 Bedrooms , 3 Bathrooms, 2 Balconies with Pooja Room","₹ 72 Lac
@ 4,363 per sq.ft. (Negotiable)","Radhe Krishna residency
Hoshangabad Road, Bhopal",2 Floors,,"['3 Fan', '3 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",['Private Garden / Terrace'],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",West,,Within 6 months
"3 Bedroom House for sale in Awadhpuri, Bhopal",Deep shree homes awadhpuri,₹75 Lac,"₹7,142 /sqft",Ready To Move,"This 3 bhk house for sale in awadhpuri, a well planned locality in bhopal, is ideal for a family that is looking for complete peace of mind. The house has over super built up area of 1050 sq.Ft. And comes with 3 bedrooms, 2 bathrooms and 1 balcony. There is 1 covered & 2 open parking available with this house. Another added advantage of this 5-10 years old house is that it is available for immediate possession. The type of ownership of this property is freehold. This independent house is available at an attractive price of 75 lac. All the modern amenities such as maintenance staff, visitor parking and park will make life easier for you. An uninterrupted supply of clean water provides a hassle-Free experience for the residents. The residential house is east-Facing. The floor of this independent house is beautifully designed using vitrified flooring, giving it an alluring look.","Plot area 1050
(97.55 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, 1 Balcony with Others","₹ 75 Lac+ Govt Charges & Tax
@ 7,142 per sq.ft. (Negotiable) View Price Details","Deep shree homes awadhpuri
Awadhpuri, Bhopal",2 Floors,5 to 10 Year Old,[],"['Maintenance Staff', 'Park', 'Visitor Parking']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",East,"Park/Garden,Main Road",
"3 Bedroom House for sale in Awadhpuri, Bhopal","Awadhpuri, Bhopal",₹55 Lac,"₹7,857 /sqft",Ready To Move,"Looking to buy an independent house in bhopal? Do check out this 3 bhk house in awadhpuri, which is an ideal choice for a family. Constructed on a super built up area of 700 sq.Ft., this house comprises 3 bedrooms, 2 bathrooms and 1 balcony. Your vehicle(s) can be easily parked as this house comes with 1 covered and 1 open parking. This 10+ years old property is available for immediate possession as the house is ready to move. It is a freehold property. This spacious house can be all yours at an attractive price of 55 lac. The independent house is designed very well and will provide modern facilities such as park, maintenance staff and visitor parking. This independent house has access to clean 24*7 supply of water for its residents. This residential house is west-Facing direction. The well built vitrified flooring enhances the aesthetic appeal of this independent house. The vitrified flooring of this independent house is beautifully designed and helps to give it a pleasing look.","Plot area 700
(65.03 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, 1 Balcony","₹ 55 Lac+ Govt Charges & Tax
@ 7,857 per sq.ft. (Negotiable) View Price Details","Awadhpuri, Bhopal",2 Floors,10+ Year Old,"['3 Wardrobe', '4 Fan', '1 Exhaust Fan', '5 Light', '1 Chimney', '1 Modular Kitchen', '1 Curtains', 'No AC', 'No Bed', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",West,"Park/Garden,Main Road",
"3 Bedroom House for sale in Mandideep, Bhopal",Sheetal Mega City Phase 1,₹22.5 Lac,"₹4,017 /sqft",Ready To Move,"Plot size 16 x 35 feet , sheetal mega city , near mandideep railway station , east south facing, covered campus","Plot area 560
(52.03 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, 1 Balcony with Pooja Room","₹ 22.5 Lac
@ 4,017 per sq.ft.","Sheetal Mega City Phase 1
Mandideep, Bhopal",2 Floors,1 to 5 Year Old,"['1 Fan', '1 Light', '1 TV', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",South-East,,
"3 Bedroom House for sale in Lambakheda, Bhopal","Lambakheda, Bhopal",₹29 Lac,"₹3,222 /sqft",Ready To Move,Best in class property available at lambakheda location in bhopal,"Built Up area: 900
(83.61 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, No Balcony","₹ 29 Lac
@ 3,222 per sq.ft.","Lambakheda, Bhopal",1 Floors,,[],[],[],,,undefined
"4 Bedroom House for sale in Nariyalkheda, Bhopal","Nariyalkheda, Bhopal",₹35 Lac,"₹4,666 /sqft",Ready To Move,This property is in ganesh nagar colony,"Plot area 750
(69.68 sq.m.)  
sq.ft.","4 Bedrooms , 3 Bathrooms, 2 Balconies","₹ 35 Lac
@ 4,666 per sq.ft. (Negotiable)","Nariyalkheda, Bhopal",2 Floors,5 to 10 Year Old,[],[],[],,,
"5 Bedroom House for sale in Congress Nagar, Bhopal","Congress Nagar, Bhopal",₹72 Lac,"₹3,428 /sqft",Ready To Move,"Located at city centre in a covered campus with ease of accessbility to railway station, hospitals & shopping centers","Plot area 2100
(195.1 sq.m.)  
sq.ft.","5 Bedrooms , 4 Bathrooms, 1 Balcony","₹ 72 Lac
@ 3,428 per sq.ft. (Negotiable)","Congress Nagar, Bhopal",2 Floors,10+ Year Old,[],[],[],,,
"5 Bedroom House for sale in New Minal Residency, Bhopal","New Minal Residency, Bhopal",₹2 Cr,"₹10,000 /sqft",Ready To Move,Ready to move property in good condition,"Plot area 2000
(185.81 sq.m.)  
sq.ft.","5 Bedrooms , 3 Bathrooms, 1 Balcony","₹ 2 Crore
@ 10,000 per sq.ft. (All inclusive)","New Minal Residency, Bhopal",2 Floors,5 to 10 Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,
"3 Bedroom House for sale in F-Sector,Kolar Road, Bhopal","F-Sector,Kolar Road, Bhopal",₹39 Lac,₹520 /sqft,Ready To Move,Best budget in the house you visit and i am shure you are saying wow the great house,"Plot area 7500
(696.77 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, 1 Balcony","₹ 39 Lac
@ 520 per sq.ft. (Negotiable)",", Bhopal",2 Floors,5 to 10 Year Old,[],"['Water Storage', 'Visitor Parking']",[],North,Main Road,
"2 Bedroom House for sale in Hoshangabad Road, Bhopal",Sahara States,₹55 Lac,"₹4,122 /sqft",Ready To Move,"I have a house/villa available for sale in misrod, bhopal. Available at price of rs 5500000. It has plot area of 1334 sqft. It has 2 bhk, 2 bathroom, 0 balcony.It is a freehold property","Plot area 1334
(123.93 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, No Balcony","₹ 55 Lac
@ 4,122 per sq.ft.","Sahara States
Hoshangabad Road, Bhopal",1 Floors,5 to 10 Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,
"2 Bedroom House for sale in Misrod, Bhopal",Sahara States,₹55 Lac,"₹4,122 /sqft",Ready To Move,"Independent row house,east facing","Plot area 1334
(123.93 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, No Balcony with Pooja Room,Others","₹ 55 Lac+ Govt Charges & Tax
@ 4,122 per sq.ft. (All inclusive)","Sahara States
Misrod, Bhopal",1 Floors,10+ Year Old,[],"['Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",East,Others,
"5 Bedroom House for sale in Ayodhya Bypass , Bhopal",Meenakshi North Avenue,₹1.55 Cr,"₹6,078 /sqft",Ready To Move,"Newly built, covered campueeees, prime location, loan facility available","Built Up area: 2550
(236.9 sq.m.)  
sq.ft.","5 Bedrooms , 4 Bathrooms, 1 Balcony
View Floor Plan","₹ 1.55 Crore+ Govt Charges & Tax
@ 6,078 per sq.ft.","Meenakshi North Avenue
Ayodhya Bypass , Bhopal",3 Floors,0 to 1 Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",West,,
"3 Bedroom House for sale in Regal Town, Bhopal",Crystal Ideal City,₹75 Lac,"₹8,522 /sqft",Ready To Move,"Very large covered campus in prime location of awadhpuri. Ground floor- 1 hall, seprate 1 wash room, 1 kitchen, 1 room with attached wash room,1 porch area with under ground water tank (5000 ltr). First floor- 1 balcony, 2 room with attached wash room, 1 lobby/temple room...","Plot area 880
(81.75 sq.m.)  
sq.ft.","3 Bedrooms , 4 Bathrooms, 1 Balcony","₹ 75 Lac
@ 8,522 per sq.ft. (Negotiable)","Crystal Ideal City
Regal Town, Bhopal",2 Floors,1 to 5 Year Old,[],"['Feng Shui / Vaastu Compliant', 'Water Storage', 'Park', 'Rain Water Harvesting']",[],,,
"4 Bedroom House for sale in Bawadia Kalan, Bhopal",Fortune Landmark,₹1.5 Cr,"₹12,083 /sqft",Ready To Move,Duplex house 30 feet road par Fortune landmark close campus e8 misrod,"Plot area 1200
(111.48 sq.m.)
Built Up area: 2675 sq.ft. (248.52 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 1 Balcony with Pooja Room,Study Room,Servant Room","₹ 1.5 Crore
@ 12,083 per sq.ft. View Price Details","Fortune Landmark
Bawadia Kalan, Bhopal",2 Floors,0 to 1 Year Old    View Construction Status,"['4 Fan', '1 Exhaust Fan', '10 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",['Rain Water Harvesting'],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",North,Park/Garden,
"4 Bedroom House for sale in Hinotiya Alam, Bhopal",Abhyudayam Janki Residency,₹80 Lac,"₹8,888 /sqft",Ready To Move,4 bhk duplex for sale plot size 900 s.F. Par close campus etc,"Plot area 900
(83.61 sq.m.)
Built Up area: 1450 sq.ft. (134.71 sq.m.)  
sq.ft.","4 Bedrooms , 3 Bathrooms, 2 Balconies","₹ 80 Lac
@ 8,888 per sq.ft. View Price Details","Abhyudayam Janki Residency
Hinotiya Alam, Bhopal",2 Floors,0 to 1 Year Old    View Construction Status,[],"['Maintenance Staff', 'Park', 'Visitor Parking']",[],East,,
