pname,society,price_outer,price_per_sqft,possesion,description,Area,Configuration,Price,Address,Total Floors,Property Age,furnishing,features,ratings,Facing,Overlooking,Possession in
"3 Bedroom House for sale in Hinotiya Alam, Bhopal","Hinotiya Alam, Bhopal",₹86 Lac,"₹7,166 /sqft",Ready To Move,"Spacious 3bhk & 4bhk duplex homes with modern design, vastu compliant layout, premium quality construction, wide roads, 24x7 water & electricity, green parks, and excellent connectivity to main city areas. Located in a prime location of bhopal, perfect for families looking for comfort and luxury.","Plot area 1200
(111.48 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 2 Balconies","₹ 86 Lac
@ 7,166 per sq.ft. (All inclusive, Negotiable)","Hinotiya Alam, Bhopal",1 Floors,0 to 1 Year Old,"['1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Park', 'Visitor Parking', 'Club house / Community Center']",[],East,Park/Garden,
"1 Bedroom House for sale in sai ram colony sai mandir, Bhopal","sai ram colony sai mandir, Bhopal",₹35 Lac,"₹4,166 /sqft",Ready To Move,House sale emargency and need some money,"Plot area 840
(78.04 sq.m.)  
sq.ft.","1 Bedroom , 2 Bathrooms, 1 Balcony with Pooja Room,Study Room","₹ 35 Lac+ Govt Charges & Tax
@ 4,166 per sq.ft. (All inclusive, Negotiable)","sai ram colony sai mandir, Bhopal",1 Floors,1 to 5 Year Old,[],['Water Storage'],[],South-East,Others,
"3 Bedroom House for sale in Katara Hills, Bhopal",Asnani Pebble Bay Phase 2,₹60 Lac,"₹4,285 /sqft",Ready To Move,"We are proud owners of house/villa available for sale in katara hills, bhopal. Available at price of rs 60 lacs. It has built up area of 1400 sqft. It has 3 bhk, 3 bathroom, 1 balcony.It is a freehold property","Built Up area: 1400
(130.06 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 1 Balcony","₹ 60 Lac
@ 4,285 per sq.ft.","Asnani Pebble Bay Phase 2
Katara Hills, Bhopal",2 Floors,0 to 1 Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,
"3 Bedroom House for sale in Karond, Bhopal",Globus Coral Casa,₹72 Lac,"₹3,557 /sqft",Ready To Move,"We have a house/villa available for sale in karond, bhopal. Available at price of rs 7200000. It has built up area of 2024 sqft. It has 3 bhk, 3 bathroom, 2 balcony.It is a freehold property","Plot area 1012
(94.02 sq.m.)
Built Up area: 2024 sq.ft. (188.04 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 2 Balconies","₹ 72 Lac
@ 3,557 per sq.ft.","Globus Coral Casa
Karond, Bhopal",1 Floors,5 to 10 Year Old,[],"['Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Waste Disposal']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,Park/Garden,
"4 Bedroom House for sale in Kolar Road, Bhopal","Kolar Road, Bhopal",₹1.45 Cr,"₹5,370 /sqft",Ready To Move,"Wishing to settle down in an individual house with your family? This well-Built and spacious 4 bhk house for sale in kolar road, bhopal seems to be an ideal choice for a peaceful abode for a family. Constructed on a built up area of 2700 sq.Ft., this house comprises 4 bedrooms, 4 bathrooms and 1 balcony. As the property is already ready to move, so you can easily move into this 1-5 years old house. This house is owned under freehold contract. This independent house is available at an attractive price of 1.45 crore.","Built Up area: 2700
(250.84 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 1 Balcony","₹ 1.45 Crore
@ 5,370 per sq.ft.","Kolar Road, Bhopal",1 Floors,,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,undefined
"1 Bedroom House for sale in Bypass Road, Bhopal",krishna nagar street no 2,₹15 Lac,"₹2,727 /sqft",Ready To Move,"I have a house/villa available for sale in bypass road, aligarh. Available at price of rs 15 lacs. It has plot area of 550 sq ft. It has 1 bhk, 1 bathroom, 1 balcony.It is a freehold property","Plot area 550
(51.1 sq.m.)  
sq.ft.","1 Bedroom , 1 Bathroom, 1 Balcony","₹ 15 Lac
@ 2,727 per sq.ft.","krishna nagar street no 2
Bypass Road, Bhopal",1 Floors,5 to 10 Year Old,[],[],[],,,
"1 Bedroom House for sale in Bypass Road, Bhopal",krishna nagar street no 2,₹16 Lac,"₹2,909 /sqft",Ready To Move,"We have a house/villa available for sale in bypass road, aligarh. Available at price of rs 16 lacs. It has plot area of 550 sq ft. It has 1 bhk, 1 bathroom, 1 balcony.It is a freehold property","Plot area 550
(51.1 sq.m.)  
sq.ft.","1 Bedroom , 1 Bathroom, 1 Balcony","₹ 16 Lac
@ 2,909 per sq.ft.","krishna nagar street no 2
Bypass Road, Bhopal",1 Floors,5 to 10 Year Old,[],[],[],,,
"3 Bedroom House for sale in Bypass Road, Bhopal",jassi new gurnam nagar,₹75 Lac,"₹6,510 /sqft",Under Construction,"I am looking for buyer to purchase house/villa available for sale in bypass road, jalandhar. Available at price of rs 75 lacs. It has plot area of 1152 sq ft. It has 3 bhk, 2 bathroom, 2 balcony.It is a freehold property","Plot area 1152
(107.02 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, 2 Balconies","₹ 75 Lac
@ 6,510 per sq.ft.","jassi new gurnam nagar
Bypass Road, Bhopal",3 Floors,,[],[],[],,,By 2025
"2 Bedroom House for sale in Arera Colony, Bhopal",Mahendra City,₹15.5 Lac,"₹2,583 /sqft",Under Construction,"We are proud owners of house/villa available for sale in sukhi sewania, bhopal. Available at price of rs 15.5 lacs. It has plot area of 600 sq ft. It has 2 bhk, 1 bathroom, 0 balcony.It is a freehold property","Plot area 600
(55.74 sq.m.)  
sq.ft.","2 Bedrooms , 1 Bathroom, No Balcony","₹ 15.5 Lac
@ 2,583 per sq.ft.","Mahendra City
Arera Colony, Bhopal",1 Floors,,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,By 2025
"6 Bedroom House for sale in Karond, Bhopal","Karond, Bhopal",₹95 Lac,"₹3,958 /sqft",Ready To Move,"Do you wish to buy an independent house in karond, bhopal. This 6 bhk house looks like an ideal choice for somebody looking for peace of mind. Constructed on a super built up area of 2400 sq.Ft., this house comprises 6 bedrooms, 5 bathrooms and 1 balcony. The houses comes with dedicated 1 covered and 2 open parking space(s) where you can easily park your vehicle(s). Another added advantage of this 10+ years old house is that it is available for immediate possession. The type of ownership of this property is power of attorney. This spacious house can be all yours at an attractive price of 95 lac. The residents of this house enjoy a 24*7 access to clean water. This property faces the south direction.","Plot area 2400
(222.97 sq.m.)  
sq.ft.","6 Bedrooms , 5 Bathrooms, 1 Balcony","₹ 95 Lac+ Govt Charges & Tax
@ 3,958 per sq.ft. (Negotiable)","Karond, Bhopal",1 Floors,10+ Year Old,"['2 Wardrobe', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",South,,
"4 Bedroom House for sale in Hoshangabad, Bhopal","Hoshangabad, Bhopal",₹36 Lac,"₹4,800 /sqft",Ready To Move,"On the lookout for a spacious house in bhopal? Go for this 4 bhk house for sale in hoshangabad, a well-Connected locality within bhopal. This residential property boasts proximity to key landmarks like close to school, close to hospital and close to market. The house has over super built up area of 750 sq.Ft. And comes with 4 bedrooms, 2 bathrooms and 1 balcony. As the property is already ready to move, so you can easily move into this 10+ years old house. This house is owned under freehold contract. This spacious house can be all yours at an attractive price of 36 lac. This independent house has access to clean 24*7 supply of water for its residents. The well built vitrified flooring enhances the aesthetic appeal of this independent house. The vitrified flooring of this independent house is beautifully designed and helps to give it a pleasing look.","Plot area 750
(69.68 sq.m.)  
sq.ft.","4 Bedrooms , 2 Bathrooms, 1 Balcony","₹ 36 Lac+ Govt Charges & Tax
@ 4,800 per sq.ft. (All inclusive)","Hoshangabad, Bhopal",2 Floors,10+ Year Old,[],"['Private Garden / Terrace', 'Water Storage', 'Natural Light', 'Airy Rooms', 'Spacious Interiors']",[],,Others,
"5 Bedroom House for sale in Misrod, Bhopal","Misrod, Bhopal",₹55 Lac,"₹9,166 /sqft",Ready To Move,"Planning to buy an individual house in madhya pradesh others. Then you should definitely check out this 5 bhk house for sale in misrod, a well-Planned and well-Connected locality in madhya pradesh others. This residential property boasts proximity to key landmarks like close to school, close to hospital and close to market. This house occupies a super built up area of 600 sq.Ft. And contains 5 bedrooms, 5 bathrooms and more than 3 balconies. This is a ready to move house, which is 1-5 years old. The ownership right of this property is freehold. This spacious house can be all yours at an attractive price of 55 lac. The housing society ensures a continuous supply of water to your house from borewell/tank.","Plot area 600
(55.74 sq.m.)  
sq.ft.","5 Bedrooms , 5 Bathrooms, 3+ Balconies","₹ 55 Lac
@ 9,166 per sq.ft. (Negotiable)","Misrod, Bhopal",3 Floors,1 to 5 Year Old,[],"['Private Garden / Terrace', 'Water Storage', 'Natural Light', 'Airy Rooms']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,
"3 Bedroom House for sale in Hoshangabad Road, Bhopal",Aryavrat British Park,₹50 Lac,"₹5,555 /sqft",Ready To Move,"Planning to buy an individual house in bhopal. Then you should definitely check out this 3 bhk house for sale in hoshangabad road, a well-Planned and well-Connected locality in bhopal. Owing to its key locations, several landmarks like close to school, close to hospital and close to market are easily accessible. This house occupies a super built up area of 900 sq.Ft. And contains 3 bedrooms, 2 bathrooms . The houses comes with dedicated 1 covered parking space(s) where you can easily park your vehicle(s). Being a ready to move house, you can expect immediate possession of this 1-5 years old property. The nature of ownership of this independent house is freehold. By paying just 50 lac, you can become the proud owner of this independent house. Municipal corporation and borewell/tank provides a regular supply of water to this residential house.","Plot area 900
(83.61 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, No Balcony","₹ 50 Lac
@ 5,555 per sq.ft.","Aryavrat British Park
Hoshangabad Road, Bhopal",1 Floors,1 to 5 Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,
"7 Bedroom House for sale in Berasia, Bhopal","Berasia, Bhopal",₹1 Cr,"₹8,000 /sqft",Ready To Move,"It is an independent house available for sale in bankers enclave. Basic amenities include 24 hours power back-Up, Vastu compatible construction, Large and well lit bedrooms, Reserved parking space. Well known hospitals, Clinics, Railway station, Shopping malls, Gym are available nearby.","Plot area 1250
(116.13 sq.m.)  
sq.ft.","7 Bedrooms , 7 Bathrooms, No Balcony","₹ 1 Crore
@ 8,000 per sq.ft.","Berasia, Bhopal",,10+ Year Old,[],"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Water Storage']",[],,,
"3 Bedroom House for sale in Paraspar Colony, Bhopal","Paraspar Colony, Bhopal",₹1.1 Cr,"₹7,457 /sqft",Ready To Move,Near ram mandir parisar society,"Plot area 1375
(127.74 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 2 Balconies","₹ 1.1 Crore
@ 7,457 per sq.ft. (All inclusive, Negotiable)","Paraspar Colony, Bhopal",2 Floors,10+ Year Old,[],[],[],West,,
"3 Bedroom House for sale in Regal Town, Bhopal",Crystal Ideal City,₹85 Lac,"₹8,673 /sqft",Ready To Move,It's a good area and had good facility,"Plot area 980
(91.04 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 1 Balcony","₹ 85 Lac
@ 8,673 per sq.ft. (Negotiable)","Crystal Ideal City
Regal Town, Bhopal",2 Floors,5 to 10 Year Old,[],['Park'],[],North,Main Road,
"4 Bedroom House for sale in Chuna Bhatti, Bhopal",chunabhatti,₹1.5 Cr,"₹10,000 /sqft",Ready To Move,Best for residential use near main road property,"Plot area 1500
(139.35 sq.m.)
Built Up area: 2700 sq.ft. (250.84 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 2 Balconies with Study Room,Pooja Room,Others","₹ 1.5 Crore
@ 10,000 per sq.ft. (Negotiable) View Price Details","chunabhatti
Chuna Bhatti, Bhopal",2 Floors,10+ Year Old,"['1 Bed', '4 Fan', '1 Sofa', '4 Light', 'No AC', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Private Garden / Terrace', 'Water Storage', 'Park', 'Visitor Parking']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",East,"Main Road,Others,Park/Garden",
"5 Bedroom House for sale in Mandakini Colony, Bhopal","Mandakini Colony, Bhopal",₹1.8 Cr,"₹8,571 /sqft",Ready To Move,Very prime location of mandakini kolar road,"Plot area 2100
(195.1 sq.m.)  
sq.ft.","5 Bedrooms , 4 Bathrooms, 3 Balconies","₹ 1.8 Crore
@ 8,571 per sq.ft. (Negotiable)","Mandakini Colony, Bhopal",2 Floors,10+ Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",South-West,,
"3 Bedroom House for sale in Bagmugaliya, Bhopal","Bagmugaliya, Bhopal",₹2 Cr,"₹8,626 /sqft",Ready To Move,"Housing board colony, corner house. Good gentry, wide roads, all amenities","Plot area 215.4  
sq.m.","3 Bedrooms , 2 Bathrooms, No Balcony","₹ 2 Crore
@ 92,850 per sq.m. (Negotiable)","Bagmugaliya, Bhopal",1 Floors,10+ Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,
"5 Bedroom House for sale in Aishbagh, Bhopal","Aishbagh, Bhopal",₹55 Lac,"₹12,222 /sqft",Ready To Move,"We are proud owners of house/villa available for sale in aishbagh, bhopal. Available at price of rs 55 lacs. It has plot area of 450 sq ft. It has 5 bhk, 4 bathroom, 1 balcony.It is a freehold property","Plot area 450
(41.81 sq.m.)  
sq.ft.","5 Bedrooms , 4 Bathrooms, 1 Balcony","₹ 55 Lac
@ 12,222 per sq.ft.","Aishbagh, Bhopal",3 Floors,5 to 10 Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,
"2 Bedroom House for sale in Laharpur, Bhopal","Laharpur, Bhopal",₹66 Lac,"₹9,428 /sqft",Ready To Move,"Corner face house south 12 mt road ,east 18 mt road common special 9.70 sm and east west south ventilation","Plot area 700
(65.03 sq.m.)  
sq.ft.","2 Bedrooms , 1 Bathroom, 2 Balconies","₹ 66 Lac
@ 9,428 per sq.ft. (All inclusive)","Laharpur, Bhopal",,5 to 10 Year Old,"['1 TV', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,
"5 Bedroom House for sale in Danish Kunj, Bhopal","Danish Kunj, Bhopal",₹2.7 Cr,"₹11,250 /sqft",Ready To Move,Situated in dk1 danish kunj kolar road corner house 2 car parking,"Plot area 2400
(222.97 sq.m.)
Built Up area: 4000 sq.ft. (371.61 sq.m.)  
sq.ft.","5 Bedrooms , 3 Bathrooms, 2 Balconies","₹ 2.7 Crore+ Govt Charges & Tax
@ 11,250 per sq.ft. (All inclusive, Negotiable)","Danish Kunj, Bhopal",1 Floors,0 to 1 Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,
"4 Bedroom House for sale in Bypass Road, Bhopal","Bypass Road, Bhopal",₹1.1 Cr,"₹4,527 /sqft",Ready To Move,"Looking for buyer to purchase our house/villa available for sale in bypass road, pilibhit. Available at price of rs 1.1 crores. It has plot area of 270 sq yards. It has 4 bhk, 3 bathroom, 3 balcony.It is a freehold property","Plot area 270
(225.75 sq.m.)  
sq.yards","4 Bedrooms , 3 Bathrooms, 3 Balconies","₹ 1.1 Crore
@ 40,740 per sq.yards","Bypass Road, Bhopal",1 Floors,5 to 10 Year Old,[],[],[],,,
"2 Bedroom House for sale in Mandideep, Bhopal",Shree Ganesh Lotus Park,₹25 Lac,"₹3,378 /sqft",Ready To Move,Spacious rooms large living room large kitchen,"Plot area 740
(68.75 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 1 Balcony","₹ 25 Lac+ Govt Charges & Tax
@ 3,378 per sq.ft.","Shree Ganesh Lotus Park
Mandideep, Bhopal",1 Floors,1 to 5 Year Old    View Construction Status,[],"['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",West,Park/Garden,
"3 Bedroom House for sale in Trilanga, Bhopal",Mahakali Society,₹1 Cr,"₹8,333 /sqft",Ready To Move,"Are you planning to buy your dream home? You can consider this well-Built 3 bhk house for sale in trilanga, bhopal and make it your new address. This house occupies a super built up area of 1200 sq.Ft. And contains 3 bedrooms, 3 bathrooms and 1 balcony. The houses comes with dedicated 2 covered and 2 open parking space(s) where you can easily park your vehicle(s). As the property is already ready to move, so you can easily move into this 5-10 years old house. This house is owned under freehold contract. This independent house is available at an attractive price of 1 crore. All the modern amenities such as park will make life easier for you. An uninterrupted supply of clean water provides a hassle-Free experience for the residents. The residential house is east-Facing.","Plot area 1200
(111.48 sq.m.)
Built Up area: 2200 sq.ft. (204.39 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 1 Balcony","₹ 1 Crore
@ 8,333 per sq.ft. (Negotiable) View Price Details","Mahakali Society
Trilanga, Bhopal",1 Floors,5 to 10 Year Old,[],"['Water Storage', 'Park']",[],East,"Others,Park/Garden",
"4 Bedroom House for sale in Bhanpur, Bhopal","Bhanpur, Bhopal",₹24 Lac,"₹2,000 /sqft",Ready To Move,"On the lookout for a spacious house in bhopal? Go for this 4 bhk house for sale in bhanpur, a well-Connected locality within bhopal. The house has over built up area of 1200 sq.Ft. And comes with 4 bedrooms, 2 bathrooms . Being a ready to move house, you can expect immediate possession of this 0-1 year old property. The nature of ownership of this independent house is freehold. This independent house is available at an attractive price of 24 lac.","Built Up area: 1200
(111.48 sq.m.)  
sq.ft.","4 Bedrooms , 2 Bathrooms, No Balcony","₹ 24 Lac
@ 2,000 per sq.ft.","Bhanpur, Bhopal",2 Floors,,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,undefined
"3 Bedroom House for sale in Bairagarh, Bhopal","Bairagarh, Bhopal",₹42 Lac,"₹3,500 /sqft",Ready To Move,"Are you planning to buy your dream home? You can consider this well-Built 3 bhk house for sale in bairagarh, bhopal and make it your new address. The house has over built up area of 1200 sq.Ft. And comes with 3 bedrooms, 2 bathrooms . Being a ready to move house, you can expect immediate possession of this 0-1 year old property. The nature of ownership of this independent house is freehold. By paying just 42 lac, you can become the proud owner of this independent house.","Built Up area: 1200
(111.48 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, No Balcony","₹ 42 Lac
@ 3,500 per sq.ft.","Bairagarh, Bhopal",3 Floors,,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,undefined
"2 Bedroom House for sale in Airport Road, Bhopal","Airport Road, Bhopal",₹26.6 Lac,"₹3,309 /sqft",Ready To Move,Interested to sell independent house/villa.It has spacious 2 bedrooms and 2 bathrooms. .Nice unfurnished enhancing decorplaced at airport road.Want to sell it for rs 2350000.It is a 1-5 years old property construction,"Plot area 710
(65.96 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, No Balcony","₹ 26.6 Lac
@ 3,309 per sq.ft.","Airport Road, Bhopal",1 Floors,1 to 5 Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,
"5 Bedroom House for sale in Karod, Bhopal","Karod, Bhopal",₹50 Lac,"₹6,666 /sqft",Ready To Move,"Wishing to settle down in an individual house with your family? This well-Built and spacious 5 bhk house for sale in karod, bhopal seems to be an ideal choice for a peaceful abode for a family. This residential property boasts proximity to key landmarks like close to school, close to market and close to hospital. The floor plan additionally contains 5 bedrooms, 7 bathrooms and 3 balconies. All in all, the independent house is spread over a super built up area of 750 sq.Ft. Your vehicle(s) can be easily parked as this house comes with 1 covered parking. Being a ready to move house, you can expect immediate possession of this 0-1 year old property. The nature of ownership of this independent house is freehold. The property is available for sale at a competitive price of 50 lac. The house provides continuous water supply from municipal corporation and borewell/tank.","Plot area 750
(69.68 sq.m.)  
sq.ft.","5 Bedrooms , 7 Bathrooms, 3 Balconies","₹ 50 Lac
@ 6,666 per sq.ft. (Negotiable)","Karod, Bhopal",3 Floors,0 to 1 Year Old,[],[],[],,,
"3 Bedroom House for sale in Awadhpuri, Bhopal","Awadhpuri, Bhopal",₹45 Lac,"₹7,500 /sqft",Ready To Move,"Looking to buy an independent house in bhopal? Do check out this 3 bhk house in awadhpuri, which is an ideal choice for a family. This house occupies a super built up area of 600 sq.Ft. And contains 3 bedrooms, 3 bathrooms and 1 balcony. The owner of the house also gets 1 covered and 1 open parking slot(s) to park their car safely. As the property is already ready to move, so you can easily move into this 5-10 years old house. This house is owned under freehold contract. The price of this spacious independent house is 45 lac. The independent house is designed very well and will provide modern facilities such as park. The housing society ensures a continuous supply of water to your house from municipal corporation and borewell/tank. This residential house is west-Facing direction. The well built marble flooring enhances the aesthetic appeal of this independent house. The marble flooring of this independent house is beautifully designed and helps to give it a pleasing look.","Plot area 600
(55.74 sq.m.)
Built Up area: 1150 sq.ft. (106.84 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 1 Balcony","₹ 45 Lac
@ 7,500 per sq.ft. (Negotiable) View Price Details","Awadhpuri, Bhopal",2 Floors,5 to 10 Year Old,[],['Park'],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",West,Park/Garden,
"2 Bedroom House for sale in Mahabali Nagar, Bhopal","Mahabali Nagar, Bhopal",₹45 Lac,"₹3,947 /sqft",Ready To Move,"Beautiful house, spacious room, balcony, well maintained society","Plot area 1140
(105.91 sq.m.)  
sq.ft.","2 Bedrooms , 3 Bathrooms, 1 Balcony","₹ 45 Lac
@ 3,947 per sq.ft. (Negotiable)","Mahabali Nagar, Bhopal",2 Floors,10+ Year Old,[],[],[],East,,
"2 Bedroom House for sale in Kolar Road, Bhopal","Kolar Road, Bhopal",₹30 Lac,"₹3,750 /sqft",Ready To Move,"Do you wish to buy an independent house in kolar road, bhopal. This 2 bhk house looks like an ideal choice for somebody looking for peace of mind. This residential house is located close to close to school. The house has over super built up area of 800 sq.Ft. And comes with 2 bedrooms, 1 bathroom . The houses comes with dedicated 1 open parking space(s) where you can easily park your vehicle(s). Another added advantage of this 1-5 years old house is that it is available for immediate possession. The type of ownership of this property is freehold. The price of this spacious independent house is 30 lac. This independent house is well equipped to meet all your water needs through access to borewell/tank supply. This property faces the east direction.","Plot area 800
(74.32 sq.m.)  
sq.ft.","2 Bedrooms , 1 Bathroom, No Balcony","₹ 30 Lac
@ 3,750 per sq.ft. (Negotiable)","Kolar Road, Bhopal",1 Floors,1 to 5 Year Old,"['2 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Water Storage', 'Natural Light', 'Airy Rooms']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",East,,
"3 Bedroom House for sale in Danish Kunj, Bhopal","Danish Kunj, Bhopal",₹70 Lac,"₹7,000 /sqft",Ready To Move,3 bhk duplex for sale,"Plot area 1000
(92.9 sq.m.)
Built Up area: 1600 sq.ft. (148.64 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 1 Balcony","₹ 70 Lac
@ 7,000 per sq.ft. (Negotiable)","Danish Kunj, Bhopal",,0 to 1 Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,
"3 Bedroom House for sale in Kolar Road, Bhopal",Ultimate English Villa,₹68 Lac,"₹8,500 /sqft",Ready To Move,"Villa is east facing, garden facing, corner, tata fabrication work done on roof, water proofing on roof, gated society, club house, society on 6 lane road","Plot area 800
(74.32 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 3 Balconies with Pooja Room,Study Room","₹ 68 Lac
@ 8,500 per sq.ft.","Ultimate English Villa
Kolar Road, Bhopal",2 Floors,5 to 10 Year Old,"['5 Fan', '1 Geyser', '12 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",East,"Pool,Park/Garden,Club,Main Road",
"3 Bedroom House for sale in Awadhpuri, Bhopal","Awadhpuri, Bhopal",₹65 Lac,"₹8,125 /sqft",Ready To Move,"Check out this 3 bhk house for sale in awadhpuri, a popular residential locality that contains many of the in-Demand properties in bhopal. Containing 3 bedrooms, 3 bathrooms and 1 balcony, this independent house is spread over a super built up area of 800 sq.Ft. There is 1 covered & 1 open parking available with this house. As the property is already ready to move, so you can easily move into this 1-5 years old house. This house is owned under freehold contract. By paying just 65 lac, you can become the proud owner of this independent house. The house will offer a modern lifestyle as it is presented with many of the amenities such as park. This independent house is well equipped to meet all your water needs through access to borewell/tank and municipal corporation supply. This property faces the east direction.","Plot area 800
(74.32 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 1 Balcony","₹ 65 Lac
@ 8,125 per sq.ft. (Negotiable) View Price Details","Awadhpuri, Bhopal",2 Floors,1 to 5 Year Old,"['1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",['Park'],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",East,"Club,Park/Garden,Main Road",
